DEBUG flower 2021-04-10 17:57:48,212 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 17:57:50,918 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 17:57:50,920 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 17:57:50,920 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:57:50,920 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 17:57:53,245 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:57:53,245 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 17:57:53,245 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 17:57:53,246 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:57:53,485 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:57:53,485 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 17:57:53,504 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 17:57:53,504 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 17:57:58,293 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 17:57:58,298 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 17:57:58,298 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 17:59:12,373 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:59:21,457 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:59:21,458 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 17:59:21,458 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 17:59:25,510 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 17:59:25,511 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 18:00:43,590 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 18:00:50,324 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 18:00:50,325 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 18:00:50,325 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
