DEBUG flower 2021-04-10 17:57:46,463 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 17:57:49,227 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 17:57:49,229 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 17:57:49,229 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:57:49,230 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 17:57:53,258 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:57:53,258 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 17:57:53,258 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 17:57:53,259 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:57:53,482 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:57:53,483 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 17:57:53,497 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 17:57:53,497 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 17:57:54,300 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 17:57:54,304 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 17:57:54,304 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 17:59:08,311 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 17:59:17,516 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 17:59:17,517 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 17:59:17,517 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 17:59:18,322 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 17:59:18,322 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 18:00:36,340 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 18:00:36,364 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 18:00:36,365 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 18:00:36,365 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 18:00:37,211 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 18:00:37,212 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 18:01:40,275 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 18:01:40,298 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 18:01:40,298 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 18:01:40,298 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-10 18:01:41,107 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
INFO flower 2021-04-10 18:01:41,107 | chaos.py:14 | Delay 44 sec
