INFO flower 2021-04-06 08:06:55,196 | app.py:86 | Flower server running (insecure, 50 rounds)
INFO flower 2021-04-06 08:07:15,920 | server_ssp.py:99 | fit progress1: (0, 77.82908225059509, 0.116, 0)
INFO flower 2021-04-06 08:07:15,921 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.38.30:35244
INFO flower 2021-04-06 08:07:15,921 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.38.30:35244
INFO flower 2021-04-06 08:07:15,927 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.30.28:45104
INFO flower 2021-04-06 08:07:15,933 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.53.31:50520
INFO flower 2021-04-06 08:07:15,970 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.53.31:50520
INFO flower 2021-04-06 08:07:15,959 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.50.28:39304
INFO flower 2021-04-06 08:07:15,976 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.50.28:39304
INFO flower 2021-04-06 08:07:15,976 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.41.29:50580
INFO flower 2021-04-06 08:07:16,023 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.41.29:50580
INFO flower 2021-04-06 08:07:16,007 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.55.23:52562
INFO flower 2021-04-06 08:07:15,943 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.30.28:45104
INFO flower 2021-04-06 08:07:16,085 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.5.38:49588
INFO flower 2021-04-06 08:07:16,229 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.5.38:49588
INFO flower 2021-04-06 08:07:16,189 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.55.23:52562
INFO flower 2021-04-06 08:07:17,447 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.38.30:35244
INFO flower 2021-04-06 08:07:17,520 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.38.30:35244
INFO flower 2021-04-06 08:07:18,235 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.53.31:50520
INFO flower 2021-04-06 08:07:18,307 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.53.31:50520
INFO flower 2021-04-06 08:07:18,855 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.50.28:39304
INFO flower 2021-04-06 08:07:18,927 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.50.28:39304
INFO flower 2021-04-06 08:07:19,303 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.5.38:49588
INFO flower 2021-04-06 08:07:19,389 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.5.38:49588
INFO flower 2021-04-06 08:07:19,939 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.30.28:45104
INFO flower 2021-04-06 08:07:19,994 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.55.23:52562
INFO flower 2021-04-06 08:07:20,247 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.30.28:45104
INFO flower 2021-04-06 08:07:20,287 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.41.29:50580
INFO flower 2021-04-06 08:07:20,326 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.55.23:52562
INFO flower 2021-04-06 08:07:20,734 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.41.29:50580
INFO flower 2021-04-06 08:07:39,205 | server_ssp.py:155 | server receives FitRes(clock=0) from client ipv4:10.244.55.23:52562
WARNING flower 2021-04-06 08:07:39,318 | server_ssp.py:166 | 34 parameter layers very similar in total 58
INFO flower 2021-04-06 08:07:39,318 | server_ssp.py:131 | server starts round 1 for client ipv4:10.244.55.23:52562
INFO flower 2021-04-06 08:07:39,318 | server_ssp.py:134 | server send FitIns(clock=1) to client ipv4:10.244.55.23:52562
