INFO flower 2021-04-08 12:10:01,212 | app.py:87 | Flower server running (insecure, 100 rounds)
INFO flower 2021-04-08 12:10:17,905 | server_ssp.py:102 | fit progress1: (0, 721.2238218784332, 0.0999, 0)
INFO flower 2021-04-08 12:10:17,906 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.40.28:37260
INFO flower 2021-04-08 12:10:17,907 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.40.28:37260
INFO flower 2021-04-08 12:10:17,915 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.29.28:58954
INFO flower 2021-04-08 12:10:17,915 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.29.28:58954
INFO flower 2021-04-08 12:10:17,924 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.53.40:58140
INFO flower 2021-04-08 12:10:17,924 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.53.40:58140
INFO flower 2021-04-08 12:10:17,931 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.43.27:60468
INFO flower 2021-04-08 12:10:17,931 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.43.27:60468
INFO flower 2021-04-08 12:10:17,937 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.38.39:41108
INFO flower 2021-04-08 12:10:17,973 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.38.39:41108
INFO flower 2021-04-08 12:10:17,979 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.2.46:59130
INFO flower 2021-04-08 12:10:17,982 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.44.39:56648
INFO flower 2021-04-08 12:10:17,982 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.2.46:59130
INFO flower 2021-04-08 12:10:17,983 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.49.26:58570
INFO flower 2021-04-08 12:10:17,990 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.49.26:58570
INFO flower 2021-04-08 12:10:17,984 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.40.28:37260
INFO flower 2021-04-08 12:10:17,983 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.44.39:56648
INFO flower 2021-04-08 12:10:17,999 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.29.28:58954
INFO flower 2021-04-08 12:10:18,001 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.53.40:58140
INFO flower 2021-04-08 12:10:18,002 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.42.26:33848
INFO flower 2021-04-08 12:10:18,028 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.42.26:33848
INFO flower 2021-04-08 12:10:18,018 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.29.28:58954
INFO flower 2021-04-08 12:10:18,022 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.40.28:37260
INFO flower 2021-04-08 12:10:18,022 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.38.39:41108
INFO flower 2021-04-08 12:10:18,023 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.26.36:53314
INFO flower 2021-04-08 12:10:18,027 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.53.40:58140
INFO flower 2021-04-08 12:10:18,002 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.43.27:60468
INFO flower 2021-04-08 12:10:18,037 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.33.29:40880
INFO flower 2021-04-08 12:10:18,039 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.49.26:58570
INFO flower 2021-04-08 12:10:18,039 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.2.46:59130
INFO flower 2021-04-08 12:10:18,042 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.7.47:44614
INFO flower 2021-04-08 12:10:18,076 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.7.47:44614
INFO flower 2021-04-08 12:10:18,044 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.50.37:48552
INFO flower 2021-04-08 12:10:18,082 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.50.37:48552
INFO flower 2021-04-08 12:10:18,051 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.35.39:53604
INFO flower 2021-04-08 12:10:18,052 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.38.39:41108
INFO flower 2021-04-08 12:10:18,052 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.4.49:56626
INFO flower 2021-04-08 12:10:18,093 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.4.49:56626
INFO flower 2021-04-08 12:10:18,056 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.22.39:60134
INFO flower 2021-04-08 12:10:18,062 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.43.27:60468
INFO flower 2021-04-08 12:10:18,063 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.30.37:38932
INFO flower 2021-04-08 12:10:18,102 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.30.37:38932
INFO flower 2021-04-08 12:10:18,064 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.33.29:40880
INFO flower 2021-04-08 12:10:18,064 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.51.40:57608
INFO flower 2021-04-08 12:10:18,116 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.51.40:57608
INFO flower 2021-04-08 12:10:18,044 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.44.39:56648
INFO flower 2021-04-08 12:10:18,076 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.49.26:58570
INFO flower 2021-04-08 12:10:18,077 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.2.46:59130
INFO flower 2021-04-08 12:10:18,050 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.26.36:53314
INFO flower 2021-04-08 12:10:18,088 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.1.35:37726
INFO flower 2021-04-08 12:10:18,090 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.35.39:53604
INFO flower 2021-04-08 12:10:18,090 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.6.49:51928
INFO flower 2021-04-08 12:10:18,053 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.5.47:47072
INFO flower 2021-04-08 12:10:18,158 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.5.47:47072
INFO flower 2021-04-08 12:10:18,099 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.22.39:60134
INFO flower 2021-04-08 12:10:18,101 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.58.37:44568
INFO flower 2021-04-08 12:10:18,063 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.42.26:33848
INFO flower 2021-04-08 12:10:18,114 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.52.28:37942
INFO flower 2021-04-08 12:10:18,070 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.27.27:36948
INFO flower 2021-04-08 12:10:18,122 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.18.28:58674
INFO flower 2021-04-08 12:10:18,185 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.18.28:58674
INFO flower 2021-04-08 12:10:18,131 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.44.39:56648
INFO flower 2021-04-08 12:10:18,133 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.41.38:41248
INFO flower 2021-04-08 12:10:18,135 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.50.37:48552
INFO flower 2021-04-08 12:10:18,138 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.3.48:38350
INFO flower 2021-04-08 12:10:18,147 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.4.49:56626
INFO flower 2021-04-08 12:10:18,147 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.7.47:44614
INFO flower 2021-04-08 12:10:18,148 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.30.37:38932
INFO flower 2021-04-08 12:10:18,150 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.1.35:37726
INFO flower 2021-04-08 12:10:18,150 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.8.49:58300
INFO flower 2021-04-08 12:10:18,226 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.8.49:58300
INFO flower 2021-04-08 12:10:18,157 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.33.29:40880
INFO flower 2021-04-08 12:10:18,098 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.25.39:39182
INFO flower 2021-04-08 12:10:18,159 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.48.40:42542
INFO flower 2021-04-08 12:10:18,173 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.26.36:53314
INFO flower 2021-04-08 12:10:18,175 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.58.37:44568
INFO flower 2021-04-08 12:10:18,176 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.51.40:57608
INFO flower 2021-04-08 12:10:18,182 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.42.26:33848
INFO flower 2021-04-08 12:10:18,183 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.52.28:37942
INFO flower 2021-04-08 12:10:18,184 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.27.27:36948
INFO flower 2021-04-08 12:10:18,129 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.57.41:39228
INFO flower 2021-04-08 12:10:18,190 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.35.39:53604
INFO flower 2021-04-08 12:10:18,195 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.41.38:41248
