DEBUG flower 2021-04-10 21:05:09,132 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 21:05:11,895 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 21:05:11,896 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 21:05:11,897 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 21:05:11,897 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:18,567 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,567 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 21:05:18,568 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 21:05:18,568 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:18,658 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,659 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 21:05:18,673 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 21:05:18,673 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 21:05:22,174 | model_wrapper.py:21 | Load existing initial model
DEBUG flower 2021-04-10 21:05:22,174 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:05:22,179 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 21:05:22,179 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 21:06:36,254 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:06:36,278 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:06:36,278 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 21:06:36,278 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
DEBUG flower 2021-04-10 21:06:39,790 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:06:39,794 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 21:06:39,794 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 21:07:57,872 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:07:57,894 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:07:57,895 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 21:07:57,895 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
DEBUG flower 2021-04-10 21:08:01,275 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:08:01,279 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 21:08:01,279 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 21:09:04,313 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:09:04,340 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:09:04,341 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 21:09:04,341 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
DEBUG flower 2021-04-10 21:09:07,184 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:09:07,188 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
INFO flower 2021-04-10 21:09:07,188 | chaos.py:14 | Delay 44 sec
DEBUG flower 2021-04-10 21:09:51,197 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:09:51,220 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:09:51,220 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 21:09:51,221 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
DEBUG flower 2021-04-10 21:09:54,581 | acc_variance.py:19 | AccuracyVariance: sample variance 0.0027807762336504167 (last 5 data)
DEBUG flower 2021-04-10 21:09:54,581 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:09:54,586 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
INFO flower 2021-04-10 21:09:54,586 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 21:10:41,620 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:10:41,643 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:10:41,644 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 21:10:41,644 | numpy_client.py:260 | cached_clock: -1, curr_clock: 5
DEBUG flower 2021-04-10 21:10:44,879 | acc_variance.py:19 | AccuracyVariance: sample variance 0.0032372175980975026 (last 5 data)
DEBUG flower 2021-04-10 21:10:44,880 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:10:44,883 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
INFO flower 2021-04-10 21:10:44,884 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 21:11:31,931 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:11:31,953 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:11:31,954 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 21:11:31,954 | numpy_client.py:260 | cached_clock: -1, curr_clock: 6
DEBUG flower 2021-04-10 21:11:35,193 | acc_variance.py:19 | AccuracyVariance: sample variance 0.00023316736028537459 (last 5 data)
DEBUG flower 2021-04-10 21:11:35,193 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:11:35,198 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
INFO flower 2021-04-10 21:11:35,198 | chaos.py:14 | Delay 79 sec
DEBUG flower 2021-04-10 21:12:54,278 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:12:54,302 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:12:54,302 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 21:12:54,303 | numpy_client.py:260 | cached_clock: -1, curr_clock: 7
DEBUG flower 2021-04-10 21:12:57,679 | acc_variance.py:19 | AccuracyVariance: sample variance 0.00023901976813317494 (last 5 data)
DEBUG flower 2021-04-10 21:12:57,680 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:12:57,683 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
INFO flower 2021-04-10 21:12:57,683 | chaos.py:14 | Delay 79 sec
DEBUG flower 2021-04-10 21:14:16,763 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:14:16,786 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:14:16,786 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 21:14:16,786 | numpy_client.py:260 | cached_clock: -1, curr_clock: 8
DEBUG flower 2021-04-10 21:14:20,004 | acc_variance.py:19 | AccuracyVariance: sample variance 0.00010014120095124858 (last 5 data)
