DEBUG flower 2021-04-10 21:05:08,839 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 21:05:11,537 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 21:05:11,539 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 21:05:11,539 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:11,540 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 21:05:18,514 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,514 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 21:05:18,514 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 21:05:18,515 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:18,573 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,573 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 21:05:18,591 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 21:05:18,592 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 21:05:21,028 | model_wrapper.py:21 | Load existing initial model
DEBUG flower 2021-04-10 21:05:21,029 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:05:21,032 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 21:05:21,032 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 21:06:35,103 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:06:35,127 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:06:35,128 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 21:06:35,128 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
DEBUG flower 2021-04-10 21:06:37,725 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:06:37,729 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 21:06:37,729 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 21:07:55,736 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:07:55,763 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:07:55,763 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 21:07:55,763 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
DEBUG flower 2021-04-10 21:07:58,423 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:07:58,427 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 21:07:58,428 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 21:09:01,437 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:09:01,462 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:09:01,463 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 21:09:01,463 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
DEBUG flower 2021-04-10 21:09:03,918 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:09:03,922 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
INFO flower 2021-04-10 21:09:03,923 | chaos.py:14 | Delay 44 sec
DEBUG flower 2021-04-10 21:09:47,926 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:09:47,950 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:09:47,950 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 21:09:47,950 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
DEBUG flower 2021-04-10 21:09:50,423 | acc_variance.py:19 | AccuracyVariance: sample variance 0.0070422154831320275 (last 5 data)
DEBUG flower 2021-04-10 21:09:50,423 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:09:50,426 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
INFO flower 2021-04-10 21:09:50,427 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 21:10:37,474 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:10:37,500 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:10:37,500 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 21:10:37,500 | numpy_client.py:260 | cached_clock: -1, curr_clock: 5
DEBUG flower 2021-04-10 21:10:40,312 | acc_variance.py:19 | AccuracyVariance: sample variance 0.00446809272178259 (last 5 data)
DEBUG flower 2021-04-10 21:10:40,313 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:10:40,317 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
INFO flower 2021-04-10 21:10:40,317 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 21:11:27,318 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:11:27,343 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:11:27,343 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 21:11:27,344 | numpy_client.py:260 | cached_clock: -1, curr_clock: 6
DEBUG flower 2021-04-10 21:11:29,912 | acc_variance.py:19 | AccuracyVariance: sample variance 0.0005548469387755099 (last 5 data)
DEBUG flower 2021-04-10 21:11:29,913 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:11:29,918 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
INFO flower 2021-04-10 21:11:29,919 | chaos.py:14 | Delay 79 sec
DEBUG flower 2021-04-10 21:12:48,998 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:12:49,023 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:12:49,023 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 21:12:49,024 | numpy_client.py:260 | cached_clock: -1, curr_clock: 7
DEBUG flower 2021-04-10 21:12:51,516 | acc_variance.py:19 | AccuracyVariance: sample variance 0.0007871720116618072 (last 5 data)
DEBUG flower 2021-04-10 21:12:51,516 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:12:51,522 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
INFO flower 2021-04-10 21:12:51,522 | chaos.py:14 | Delay 79 sec
DEBUG flower 2021-04-10 21:14:10,553 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:14:10,577 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:14:10,578 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 21:14:10,578 | numpy_client.py:260 | cached_clock: -1, curr_clock: 8
DEBUG flower 2021-04-10 21:14:13,055 | acc_variance.py:19 | AccuracyVariance: sample variance 0.002132900354019159 (last 5 data)
DEBUG flower 2021-04-10 21:14:13,056 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:14:13,060 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
INFO flower 2021-04-10 21:14:13,060 | chaos.py:14 | Delay 45 sec
DEBUG flower 2021-04-10 21:14:58,122 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:14:58,146 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:14:58,146 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-10 21:14:58,147 | numpy_client.py:260 | cached_clock: -1, curr_clock: 9
DEBUG flower 2021-04-10 21:15:00,717 | acc_variance.py:19 | AccuracyVariance: sample variance 0.0032703821324448143 (last 5 data)
DEBUG flower 2021-04-10 21:15:00,717 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:15:00,722 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=9)
INFO flower 2021-04-10 21:15:00,722 | chaos.py:14 | Delay 54 sec
DEBUG flower 2021-04-10 21:15:54,761 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:15:54,785 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:15:54,786 | numpy_client.py:172 | fit, FitIns(clock=10)
DEBUG flower 2021-04-10 21:15:54,786 | numpy_client.py:260 | cached_clock: -1, curr_clock: 10
DEBUG flower 2021-04-10 21:15:57,229 | acc_variance.py:19 | AccuracyVariance: sample variance 0.0025488077884214906 (last 5 data)
DEBUG flower 2021-04-10 21:15:57,229 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:15:57,233 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=10)
INFO flower 2021-04-10 21:15:57,233 | chaos.py:14 | Delay 65 sec
DEBUG flower 2021-04-10 21:17:02,254 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:17:02,276 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:17:02,276 | numpy_client.py:172 | fit, FitIns(clock=11)
DEBUG flower 2021-04-10 21:17:02,276 | numpy_client.py:260 | cached_clock: -1, curr_clock: 11
DEBUG flower 2021-04-10 21:17:04,811 | acc_variance.py:19 | AccuracyVariance: sample variance 0.0020605997501041235 (last 5 data)
DEBUG flower 2021-04-10 21:17:04,811 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:17:04,817 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=11)
INFO flower 2021-04-10 21:17:04,817 | chaos.py:14 | Delay 71 sec
DEBUG flower 2021-04-10 21:18:15,865 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:18:22,151 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:18:22,152 | numpy_client.py:172 | fit, FitIns(clock=12)
DEBUG flower 2021-04-10 21:18:22,152 | numpy_client.py:260 | cached_clock: -1, curr_clock: 12
DEBUG flower 2021-04-10 21:18:24,526 | acc_variance.py:19 | AccuracyVariance: sample variance 0.0008128774468971261 (last 5 data)
DEBUG flower 2021-04-10 21:18:24,526 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:18:24,530 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=12)
INFO flower 2021-04-10 21:18:24,530 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 21:19:42,609 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:19:42,630 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:19:42,631 | numpy_client.py:172 | fit, FitIns(clock=13)
DEBUG flower 2021-04-10 21:19:42,631 | numpy_client.py:260 | cached_clock: -1, curr_clock: 13
DEBUG flower 2021-04-10 21:19:45,110 | acc_variance.py:19 | AccuracyVariance: sample variance 0.0006049562682215743 (last 5 data)
DEBUG flower 2021-04-10 21:19:45,111 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:19:45,117 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=13)
INFO flower 2021-04-10 21:19:45,117 | chaos.py:14 | Delay 71 sec
DEBUG flower 2021-04-10 21:20:56,189 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:21:02,368 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:21:02,369 | numpy_client.py:172 | fit, FitIns(clock=14)
DEBUG flower 2021-04-10 21:21:02,369 | numpy_client.py:260 | cached_clock: -1, curr_clock: 14
DEBUG flower 2021-04-10 21:21:04,848 | acc_variance.py:19 | AccuracyVariance: sample variance 0.0003825879841732609 (last 5 data)
DEBUG flower 2021-04-10 21:21:04,848 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:21:04,852 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=14)
INFO flower 2021-04-10 21:21:04,852 | chaos.py:14 | Delay 59 sec
DEBUG flower 2021-04-10 21:22:03,905 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:22:03,928 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:22:03,929 | numpy_client.py:172 | fit, FitIns(clock=15)
DEBUG flower 2021-04-10 21:22:03,929 | numpy_client.py:260 | cached_clock: -1, curr_clock: 15
DEBUG flower 2021-04-10 21:22:06,315 | acc_variance.py:19 | AccuracyVariance: sample variance 0.00013324526239067024 (last 5 data)
DEBUG flower 2021-04-10 21:22:06,315 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:22:06,319 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=15)
