DEBUG flower 2021-04-10 21:05:14,404 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 21:05:17,140 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 21:05:17,142 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 21:05:17,143 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 21:05:17,143 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:18,692 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,693 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 21:05:18,693 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 21:05:18,693 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:18,878 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,879 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 21:05:18,894 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 21:05:18,894 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 21:05:23,642 | model_wrapper.py:21 | Load existing initial model
DEBUG flower 2021-04-10 21:05:23,643 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:05:23,647 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 21:05:23,648 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 21:06:37,722 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:06:44,450 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:06:44,451 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 21:06:44,451 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
DEBUG flower 2021-04-10 21:06:49,158 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:06:49,163 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 21:06:49,163 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 21:08:07,242 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:08:13,971 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:08:13,971 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 21:08:13,971 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
DEBUG flower 2021-04-10 21:08:18,432 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:08:18,436 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
