DEBUG flower 2021-04-10 21:05:10,067 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 21:05:12,761 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 21:05:12,762 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 21:05:12,762 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:12,763 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 21:05:18,531 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,532 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 21:05:18,532 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 21:05:18,533 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:18,618 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,618 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 21:05:18,636 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 21:05:18,636 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 21:05:22,469 | model_wrapper.py:21 | Load existing initial model
DEBUG flower 2021-04-10 21:05:22,469 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:05:22,472 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 21:05:22,473 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 21:06:36,547 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:06:36,570 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:06:36,570 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 21:06:36,570 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
DEBUG flower 2021-04-10 21:06:40,650 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:06:40,655 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 21:06:40,655 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 21:07:58,713 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:07:58,738 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:07:58,738 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 21:07:58,739 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
DEBUG flower 2021-04-10 21:08:02,766 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:08:02,771 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 21:08:02,771 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 21:09:05,786 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:09:05,810 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:09:05,811 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 21:09:05,811 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
