DEBUG flower 2021-04-10 21:05:12,262 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 21:05:15,017 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 21:05:15,018 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 21:05:15,018 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:15,019 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 21:05:18,707 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,707 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 21:05:18,707 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 21:05:18,708 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:18,898 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,899 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 21:05:18,915 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 21:05:18,915 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 21:05:19,726 | model_wrapper.py:21 | Load existing initial model
DEBUG flower 2021-04-10 21:05:19,726 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:05:19,730 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 21:05:19,730 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 21:06:33,804 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:06:33,904 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:06:33,904 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 21:06:33,904 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
DEBUG flower 2021-04-10 21:06:34,799 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:06:34,803 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 21:06:34,803 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 21:07:52,882 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:07:59,315 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:07:59,316 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 21:07:59,316 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
DEBUG flower 2021-04-10 21:08:00,302 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:08:00,305 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 21:08:00,305 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 21:09:03,369 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:09:03,392 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:09:03,392 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 21:09:03,392 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
DEBUG flower 2021-04-10 21:09:04,308 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:09:04,312 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
INFO flower 2021-04-10 21:09:04,312 | chaos.py:14 | Delay 44 sec
DEBUG flower 2021-04-10 21:09:48,356 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:09:48,378 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:09:48,378 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 21:09:48,378 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
DEBUG flower 2021-04-10 21:09:49,300 | acc_variance.py:19 | AccuracyVariance: sample variance 0.017606597222222225 (last 5 data)
DEBUG flower 2021-04-10 21:09:49,301 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:09:49,306 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
INFO flower 2021-04-10 21:09:49,306 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 21:10:36,354 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:10:36,379 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:10:36,379 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 21:10:36,380 | numpy_client.py:260 | cached_clock: -1, curr_clock: 5
DEBUG flower 2021-04-10 21:10:37,311 | acc_variance.py:19 | AccuracyVariance: sample variance 0.01176666666666667 (last 5 data)
DEBUG flower 2021-04-10 21:10:37,311 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:10:37,315 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
INFO flower 2021-04-10 21:10:37,315 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 21:11:24,326 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:11:24,403 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:11:24,403 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 21:11:24,403 | numpy_client.py:260 | cached_clock: -1, curr_clock: 6
DEBUG flower 2021-04-10 21:11:25,308 | acc_variance.py:19 | AccuracyVariance: sample variance 0.00036736111111111144 (last 5 data)
