INFO flower 2021-04-10 21:05:02,939 | app.py:87 | Flower server running (insecure, 50 rounds)
INFO flower 2021-04-10 21:05:17,560 | server_ssp.py:81 | fit progress1: (0, 722.8030505180359, 0.1, 0)
DEBUG flower 2021-04-10 21:05:17,561 | server_ssp.py:88 | ServerSSP sampling clients...
DEBUG flower 2021-04-10 21:05:18,425 | server_ssp.py:92 | Initializing clocks for clients...
DEBUG flower 2021-04-10 21:05:18,425 | server_ssp.py:97 | Starting concurrent threads for clients...
INFO flower 2021-04-10 21:05:18,426 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.8.63:39616
INFO flower 2021-04-10 21:05:18,426 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.8.63:39616
INFO flower 2021-04-10 21:05:18,435 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.54.35:50822
INFO flower 2021-04-10 21:05:18,435 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.23.35:48634
INFO flower 2021-04-10 21:05:18,436 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.54.35:50822
INFO flower 2021-04-10 21:05:18,436 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.41.52:32976
INFO flower 2021-04-10 21:05:18,437 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.23.35:48634
INFO flower 2021-04-10 21:05:18,512 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.41.52:32976
INFO flower 2021-04-10 21:05:18,512 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.52.36:41058
INFO flower 2021-04-10 21:05:18,528 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.8.63:39616
INFO flower 2021-04-10 21:05:18,529 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.52.36:41058
INFO flower 2021-04-10 21:05:18,531 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.36.34:57870
INFO flower 2021-04-10 21:05:18,543 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.22.53:52356
INFO flower 2021-04-10 21:05:18,543 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.36.34:57870
INFO flower 2021-04-10 21:05:18,546 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.8.63:39616
INFO flower 2021-04-10 21:05:18,548 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.6.63:43622
INFO flower 2021-04-10 21:05:18,549 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.22.53:52356
INFO flower 2021-04-10 21:05:18,552 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.54.35:50822
INFO flower 2021-04-10 21:05:18,561 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.41.52:32976
INFO flower 2021-04-10 21:05:18,561 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.23.35:48634
INFO flower 2021-04-10 21:05:18,563 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.26.50:47454
INFO flower 2021-04-10 21:05:18,590 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.26.50:47454
INFO flower 2021-04-10 21:05:18,564 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.58.51:50176
INFO flower 2021-04-10 21:05:18,569 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.52.36:41058
INFO flower 2021-04-10 21:05:18,576 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.36.34:57870
INFO flower 2021-04-10 21:05:18,582 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.41.52:32976
INFO flower 2021-04-10 21:05:18,582 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.35.53:40938
INFO flower 2021-04-10 21:05:18,612 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.35.53:40938
INFO flower 2021-04-10 21:05:18,590 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.23.35:48634
INFO flower 2021-04-10 21:05:18,563 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.6.63:43622
INFO flower 2021-04-10 21:05:18,595 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.42.33:50220
INFO flower 2021-04-10 21:05:18,597 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.58.51:50176
INFO flower 2021-04-10 21:05:18,598 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.22.53:52356
INFO flower 2021-04-10 21:05:18,603 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.52.36:41058
INFO flower 2021-04-10 21:05:18,603 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.18.36:44758
INFO flower 2021-04-10 21:05:18,608 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.36.34:57870
INFO flower 2021-04-10 21:05:18,590 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.54.35:50822
INFO flower 2021-04-10 21:05:18,625 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.42.33:50220
INFO flower 2021-04-10 21:05:18,626 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.47.32:49188
INFO flower 2021-04-10 21:05:18,627 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.4.63:56612
INFO flower 2021-04-10 21:05:18,661 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.4.63:56612
INFO flower 2021-04-10 21:05:18,635 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.55.35:59150
INFO flower 2021-04-10 21:05:18,635 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.30.51:37352
INFO flower 2021-04-10 21:05:18,643 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.35.53:40938
INFO flower 2021-04-10 21:05:18,643 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.49.33:39044
INFO flower 2021-04-10 21:05:18,645 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.22.53:52356
INFO flower 2021-04-10 21:05:18,646 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.40.36:42010
INFO flower 2021-04-10 21:05:18,646 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.18.36:44758
INFO flower 2021-04-10 21:05:18,648 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.6.63:43622
INFO flower 2021-04-10 21:05:18,651 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.53.54:43340
INFO flower 2021-04-10 21:05:18,654 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.58.51:50176
INFO flower 2021-04-10 21:05:18,660 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.47.32:49188
INFO flower 2021-04-10 21:05:18,627 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.26.50:47454
INFO flower 2021-04-10 21:05:18,666 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.5.61:48450
INFO flower 2021-04-10 21:05:18,668 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.55.35:59150
INFO flower 2021-04-10 21:05:18,668 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.38.53:37864
INFO flower 2021-04-10 21:05:18,668 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.30.51:37352
INFO flower 2021-04-10 21:05:18,669 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.2.60:38666
INFO flower 2021-04-10 21:05:18,675 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.35.53:40938
INFO flower 2021-04-10 21:05:18,675 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.3.62:59124
INFO flower 2021-04-10 21:05:18,736 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.3.62:59124
INFO flower 2021-04-10 21:05:18,677 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.40.36:42010
INFO flower 2021-04-10 21:05:18,678 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.42.33:50220
INFO flower 2021-04-10 21:05:18,679 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.51.54:56774
INFO flower 2021-04-10 21:05:18,754 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.51.54:56774
INFO flower 2021-04-10 21:05:18,690 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.53.54:43340
