DEBUG flower 2021-04-10 21:05:13,408 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 21:05:16,165 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 21:05:16,166 | connection.py:36 | ChannelConnectivity.CONNECTING
INFO flower 2021-04-10 21:05:16,167 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 21:05:16,168 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:16,168 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 21:05:18,747 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,747 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 21:05:18,748 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 21:05:18,748 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:05:18,947 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:05:18,948 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 21:05:18,962 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 21:05:18,963 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 21:05:22,087 | model_wrapper.py:21 | Load existing initial model
DEBUG flower 2021-04-10 21:05:22,087 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:05:22,090 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 21:05:22,091 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 21:06:36,120 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:06:36,143 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:06:36,143 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 21:06:36,143 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
DEBUG flower 2021-04-10 21:06:39,367 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:06:39,371 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 21:06:39,371 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 21:07:57,449 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:07:57,471 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:07:57,471 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 21:07:57,471 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
DEBUG flower 2021-04-10 21:08:00,747 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:08:00,752 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 21:08:00,753 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 21:09:03,761 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:09:03,784 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:09:03,784 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 21:09:03,785 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
DEBUG flower 2021-04-10 21:09:06,746 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:09:06,751 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
INFO flower 2021-04-10 21:09:06,752 | chaos.py:14 | Delay 44 sec
DEBUG flower 2021-04-10 21:09:50,796 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:09:50,820 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:09:50,820 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 21:09:50,821 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
DEBUG flower 2021-04-10 21:09:53,565 | acc_variance.py:19 | AccuracyVariance: sample variance 0.02001457475994513 (last 5 data)
DEBUG flower 2021-04-10 21:09:53,566 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:09:53,569 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
INFO flower 2021-04-10 21:09:53,569 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 21:10:40,573 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:10:40,596 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:10:40,596 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 21:10:40,596 | numpy_client.py:260 | cached_clock: -1, curr_clock: 5
DEBUG flower 2021-04-10 21:10:43,559 | acc_variance.py:19 | AccuracyVariance: sample variance 0.00800733024691358 (last 5 data)
DEBUG flower 2021-04-10 21:10:43,560 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:10:43,563 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
INFO flower 2021-04-10 21:10:43,564 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 21:11:30,612 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:11:30,635 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:11:30,635 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 21:11:30,635 | numpy_client.py:260 | cached_clock: -1, curr_clock: 6
DEBUG flower 2021-04-10 21:11:33,480 | acc_variance.py:19 | AccuracyVariance: sample variance 0.000269713434499314 (last 5 data)
DEBUG flower 2021-04-10 21:11:33,480 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:11:33,486 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
INFO flower 2021-04-10 21:11:33,486 | chaos.py:14 | Delay 79 sec
DEBUG flower 2021-04-10 21:12:52,544 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:12:52,568 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:12:52,569 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 21:12:52,569 | numpy_client.py:260 | cached_clock: -1, curr_clock: 7
DEBUG flower 2021-04-10 21:12:55,455 | acc_variance.py:19 | AccuracyVariance: sample variance 0.001860076946159122 (last 5 data)
DEBUG flower 2021-04-10 21:12:55,455 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:12:55,460 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
INFO flower 2021-04-10 21:12:55,460 | chaos.py:14 | Delay 79 sec
DEBUG flower 2021-04-10 21:14:14,494 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:14:14,518 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:14:14,518 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 21:14:14,518 | numpy_client.py:260 | cached_clock: -1, curr_clock: 8
DEBUG flower 2021-04-10 21:14:17,376 | acc_variance.py:19 | AccuracyVariance: sample variance 0.003039346493484224 (last 5 data)
DEBUG flower 2021-04-10 21:14:17,377 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:14:17,380 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
INFO flower 2021-04-10 21:14:17,380 | chaos.py:14 | Delay 45 sec
DEBUG flower 2021-04-10 21:15:02,426 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:15:02,449 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:15:02,450 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-10 21:15:02,450 | numpy_client.py:260 | cached_clock: -1, curr_clock: 9
DEBUG flower 2021-04-10 21:15:05,258 | acc_variance.py:19 | AccuracyVariance: sample variance 0.004553621184842251 (last 5 data)
DEBUG flower 2021-04-10 21:15:05,259 | numpy_client.py:201 | Not a switch point
INFO flower 2021-04-10 21:15:05,265 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=9)
INFO flower 2021-04-10 21:15:05,265 | chaos.py:14 | Delay 54 sec
DEBUG flower 2021-04-10 21:15:59,266 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 21:15:59,289 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 21:15:59,289 | numpy_client.py:172 | fit, FitIns(clock=10)
DEBUG flower 2021-04-10 21:15:59,290 | numpy_client.py:260 | cached_clock: -1, curr_clock: 10
DEBUG flower 2021-04-10 21:16:02,053 | acc_variance.py:19 | AccuracyVariance: sample variance 0.004324390217764059 (last 5 data)
DEBUG flower 2021-04-10 21:16:02,053 | numpy_client.py:201 | Not a switch point
