round,loss,accuracy,time
0,1000,0,0
0,1000,0.0,50
0,1000,0.05,100
0,1000,0.03,150
0,1000,0.04523,200
0,1000,0.0435,250
0,1000,0.065,300
0,1000,0.099,350
0,1000,0.10489,400
0,1000,0.113,450
0,1000,0.097895,500
0,1000,0.12,550
0,1000,0.1343534,600
0,1000,0.11545,650
0,1000,0.11234,700
0,1000,0.11345,750
0,1000,0.11365674,800
0,1000,0.111,850
0,1000,0.1113,900
0,1000,0.15423,950
0,1000,0.1435,1000
0,1000,0.1456,1050
0,1000,0.162345,1100
0,1000,0.135456,1150
0,1000,0.145,1200
0,1000,0.157,1250
0,1000,0.1456,1300
0,1000,0.19543,1350
0,1000,0.1754,1400
0,1000,0.184535,1450
0,1000,0.19563456,1500
0,1000,0.20,1550
0,1000,0.2143,1600
0,1000,0.2345643,1650
0,1000,0.2654,1700
0,1000,0.245,1750
0,1000,0.26,1800
0,1000,0.27546,1850
0,1000,0.29,1900
0,1000,0.294,1950
0,1000,0.296,2000
0,1000,0.291,2150
0,1000,0.296,2200
0,1000,0.29554,2250
0,1000,0.2867854,2300
0,1000,0.2765,2300
0,1000,0.305656,2350
0,1000,0.29564,2400
0,1000,0.2946567,2450
0,1000,0.29123435,2500
0,1000,0.2978960,2550
0,1000,0.29678,2600
0,1000,0.2901,2650
0,1000,0.2989,2700
0,1000,0.29778,2750
0,1000,0.298,2800
0,1000,0.286745,2850
0,1000,0.2911,2900
0,1000,0.2977,2950
