round,loss,accuracy,time
0,1000,0.0165,0
0,1000,0.001,50
0,1000,0.043,100
0,1000,0.054,150
0,1000,0.0321,200
0,1000,0.0453,250
0,1000,0.045625,300
0,1000,0.0765,350
0,1000,0.0874,400
0,1000,0.0675,450
0,1000,0.0765,500
0,1000,0.08756,550
0,1000,0.07564,600
0,1000,0.114,650
0,1000,0.154756,700
0,1000,0.1543646,750
0,1000,0.17645757,800
0,1000,0.18975,800
0,1000,0.165465,850
0,1000,0.1769,900
0,1000,0.1673,950
0,1000,0.187,1000
0,1000,0.256767854,1050
0,1000,0.2342565,1100
0,1000,0.21234324,1150
0,1000,0.22,1200
0,1000,0.225,1250
0,1000,0.221,1300
0,1000,0.216,1350
0,1000,0.24,1400
0,1000,0.245436,1450
0,1000,0.256,1500
0,1000,0.22345,1550
0,1000,0.2567,1600
0,1000,0.254,1670
0,1000,0.234,1700
0,1000,0.230,1760
0,1000,0.241234,1800
0,1000,0.2489,1850
0,1000,0.2546,1900
0,1000,0.23546,1950
0,1000,0.24546,2000
0,1000,0.233455,2150
0,1000,0.286,2200
0,1000,0.24554,2250
0,1000,0.2567854,2300
0,1000,0.2165,2300
0,1000,0.235656,2350
0,1000,0.24564,2400
0,1000,0.2346567,2450
0,1000,0.24123435,2500
0,1000,0.2478960,2550
0,1000,0.233678,2600
0,1000,0.2201,2650
0,1000,0.2389,2700
0,1000,0.22778,2750
0,1000,0.2658,2800
0,1000,0.246745,2850
0,1000,0.2411,2900
0,1000,0.2477,2950
