INFO flower 2021-04-06 11:22:21,880 | app.py:86 | Flower server running (insecure, 50 rounds)
INFO flower 2021-04-06 11:22:42,514 | server_ssp.py:99 | fit progress1: (0, 79.3768265247345, 0.096, 0)
INFO flower 2021-04-06 11:22:42,514 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.53.31:50536
INFO flower 2021-04-06 11:22:42,515 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.53.31:50536
INFO flower 2021-04-06 11:22:42,520 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.30.28:45120
INFO flower 2021-04-06 11:22:42,521 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.30.28:45120
INFO flower 2021-04-06 11:22:42,537 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.38.30:35260
INFO flower 2021-04-06 11:22:42,537 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.38.30:35260
INFO flower 2021-04-06 11:22:42,553 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.50.28:39322
INFO flower 2021-04-06 11:22:42,553 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.50.28:39322
INFO flower 2021-04-06 11:22:42,569 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.5.38:49604
INFO flower 2021-04-06 11:22:42,569 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.5.38:49604
INFO flower 2021-04-06 11:22:42,626 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:22:42,626 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:22:42,714 | server_ssp.py:131 | server starts round 0 for client ipv4:10.244.41.29:50596
INFO flower 2021-04-06 11:22:42,714 | server_ssp.py:134 | server send FitIns(clock=0) to client ipv4:10.244.41.29:50596
INFO flower 2021-04-06 11:22:44,160 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.53.31:50536
INFO flower 2021-04-06 11:22:44,222 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.53.31:50536
INFO flower 2021-04-06 11:22:45,538 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.5.38:49604
INFO flower 2021-04-06 11:22:45,625 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.5.38:49604
INFO flower 2021-04-06 11:22:46,609 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.50.28:39322
INFO flower 2021-04-06 11:22:46,691 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.50.28:39322
INFO flower 2021-04-06 11:22:47,092 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.38.30:35260
INFO flower 2021-04-06 11:22:47,277 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.38.30:35260
INFO flower 2021-04-06 11:22:47,583 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:22:47,584 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.30.28:45120
INFO flower 2021-04-06 11:22:47,710 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.30.28:45120
INFO flower 2021-04-06 11:22:47,782 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:22:48,212 | server_ssp.py:144 | server receives ReadIns from client ipv4:10.244.41.29:50596
INFO flower 2021-04-06 11:22:48,281 | server_ssp.py:150 | server sends back ReadRes(clock=-1) to client ipv4:10.244.41.29:50596
INFO flower 2021-04-06 11:23:05,533 | server_ssp.py:155 | server receives FitRes(clock=0) from client ipv4:10.244.55.23:52578
WARNING flower 2021-04-06 11:23:05,644 | server_ssp.py:166 | 34 parameter layers very similar in total 58
INFO flower 2021-04-06 11:23:05,644 | server_ssp.py:131 | server starts round 1 for client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:23:05,645 | server_ssp.py:134 | server send FitIns(clock=1) to client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:23:11,711 | server_ssp.py:155 | server receives FitRes(clock=0) from client ipv4:10.244.41.29:50596
WARNING flower 2021-04-06 11:23:11,818 | server_ssp.py:166 | 37 parameter layers very similar in total 58
INFO flower 2021-04-06 11:23:11,818 | server_ssp.py:131 | server starts round 1 for client ipv4:10.244.41.29:50596
INFO flower 2021-04-06 11:23:11,818 | server_ssp.py:134 | server send FitIns(clock=1) to client ipv4:10.244.41.29:50596
INFO flower 2021-04-06 11:23:20,536 | server_ssp.py:155 | server receives FitRes(clock=1) from client ipv4:10.244.55.23:52578
WARNING flower 2021-04-06 11:23:20,637 | server_ssp.py:166 | 45 parameter layers very similar in total 58
INFO flower 2021-04-06 11:23:20,638 | server_ssp.py:131 | server starts round 2 for client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:23:20,638 | server_ssp.py:134 | server send FitIns(clock=2) to client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:23:32,910 | server_ssp.py:155 | server receives FitRes(clock=1) from client ipv4:10.244.41.29:50596
WARNING flower 2021-04-06 11:23:33,013 | server_ssp.py:166 | 35 parameter layers very similar in total 58
INFO flower 2021-04-06 11:23:33,013 | server_ssp.py:131 | server starts round 2 for client ipv4:10.244.41.29:50596
INFO flower 2021-04-06 11:23:33,013 | server_ssp.py:134 | server send FitIns(clock=2) to client ipv4:10.244.41.29:50596
INFO flower 2021-04-06 11:23:35,902 | server_ssp.py:155 | server receives FitRes(clock=2) from client ipv4:10.244.55.23:52578
WARNING flower 2021-04-06 11:23:36,000 | server_ssp.py:166 | 46 parameter layers very similar in total 58
INFO flower 2021-04-06 11:23:36,000 | server_ssp.py:131 | server starts round 3 for client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:23:36,000 | server_ssp.py:134 | server send FitIns(clock=3) to client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:23:43,818 | server_ssp.py:155 | server receives FitRes(clock=0) from client ipv4:10.244.5.38:49604
WARNING flower 2021-04-06 11:23:43,928 | server_ssp.py:166 | 34 parameter layers very similar in total 58
INFO flower 2021-04-06 11:23:43,929 | server_ssp.py:131 | server starts round 1 for client ipv4:10.244.5.38:49604
INFO flower 2021-04-06 11:23:43,929 | server_ssp.py:134 | server send FitIns(clock=1) to client ipv4:10.244.5.38:49604
INFO flower 2021-04-06 11:23:50,117 | server_ssp.py:155 | server receives FitRes(clock=3) from client ipv4:10.244.55.23:52578
WARNING flower 2021-04-06 11:23:50,218 | server_ssp.py:166 | 37 parameter layers very similar in total 58
INFO flower 2021-04-06 11:23:50,218 | server_ssp.py:131 | server starts round 4 for client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:23:50,218 | server_ssp.py:134 | server send FitIns(clock=4) to client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:23:52,388 | server_ssp.py:155 | server receives FitRes(clock=0) from client ipv4:10.244.50.28:39322
WARNING flower 2021-04-06 11:23:52,499 | server_ssp.py:166 | 39 parameter layers very similar in total 58
INFO flower 2021-04-06 11:23:52,499 | server_ssp.py:131 | server starts round 1 for client ipv4:10.244.50.28:39322
INFO flower 2021-04-06 11:23:52,499 | server_ssp.py:134 | server send FitIns(clock=1) to client ipv4:10.244.50.28:39322
INFO flower 2021-04-06 11:23:54,827 | server_ssp.py:155 | server receives FitRes(clock=2) from client ipv4:10.244.41.29:50596
WARNING flower 2021-04-06 11:23:54,927 | server_ssp.py:166 | 38 parameter layers very similar in total 58
INFO flower 2021-04-06 11:23:54,927 | server_ssp.py:131 | server starts round 3 for client ipv4:10.244.41.29:50596
INFO flower 2021-04-06 11:23:54,927 | server_ssp.py:134 | server send FitIns(clock=3) to client ipv4:10.244.41.29:50596
INFO flower 2021-04-06 11:24:03,854 | server_ssp.py:155 | server receives FitRes(clock=4) from client ipv4:10.244.55.23:52578
WARNING flower 2021-04-06 11:24:03,952 | server_ssp.py:166 | 42 parameter layers very similar in total 58
INFO flower 2021-04-06 11:24:03,952 | server_ssp.py:131 | server starts round 5 for client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:24:03,952 | server_ssp.py:134 | server send FitIns(clock=5) to client ipv4:10.244.55.23:52578
INFO flower 2021-04-06 11:24:09,390 | server_ssp.py:155 | server receives FitRes(clock=0) from client ipv4:10.244.30.28:45120
WARNING flower 2021-04-06 11:24:09,503 | server_ssp.py:166 | 38 parameter layers very similar in total 58
INFO flower 2021-04-06 11:24:09,503 | server_ssp.py:131 | server starts round 1 for client ipv4:10.244.30.28:45120
INFO flower 2021-04-06 11:24:09,503 | server_ssp.py:134 | server send FitIns(clock=1) to client ipv4:10.244.30.28:45120
INFO flower 2021-04-06 11:24:11,420 | server_ssp.py:155 | server receives FitRes(clock=0) from client ipv4:10.244.53.31:50536
WARNING flower 2021-04-06 11:24:11,535 | server_ssp.py:166 | 38 parameter layers very similar in total 58
