INFO flower 2021-04-10 14:49:23,210 | app.py:87 | Flower server running (insecure, 50 rounds)
INFO flower 2021-04-10 14:49:36,373 | server_ssp.py:81 | fit progress1: (0, 721.4453024864197, 0.1, 0)
DEBUG flower 2021-04-10 14:49:36,373 | server_ssp.py:88 | ServerSSP sampling clients...
DEBUG flower 2021-04-10 14:49:41,646 | server_ssp.py:92 | Initializing clocks for clients...
DEBUG flower 2021-04-10 14:49:41,646 | server_ssp.py:97 | Starting concurrent threads for clients...
INFO flower 2021-04-10 14:49:41,647 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.6.63:43574
INFO flower 2021-04-10 14:49:41,648 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.6.63:43574
INFO flower 2021-04-10 14:49:41,655 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.54.35:50774
INFO flower 2021-04-10 14:49:41,655 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.54.35:50774
INFO flower 2021-04-10 14:49:41,662 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.51.54:56726
INFO flower 2021-04-10 14:49:41,662 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.51.54:56726
INFO flower 2021-04-10 14:49:41,706 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.48.54:39728
INFO flower 2021-04-10 14:49:41,706 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.48.54:39728
INFO flower 2021-04-10 14:49:41,714 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.40.36:41962
INFO flower 2021-04-10 14:49:41,715 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.40.36:41962
INFO flower 2021-04-10 14:49:41,725 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.8.63:39568
INFO flower 2021-04-10 14:49:41,725 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.8.63:39568
INFO flower 2021-04-10 14:49:41,732 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.35.53:40890
INFO flower 2021-04-10 14:49:41,732 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.35.53:40890
INFO flower 2021-04-10 14:49:41,734 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.34.34:58592
INFO flower 2021-04-10 14:49:41,739 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.34.34:58592
INFO flower 2021-04-10 14:49:41,745 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.51.54:56726
INFO flower 2021-04-10 14:49:41,755 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.51.54:56726
INFO flower 2021-04-10 14:49:41,756 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.52.36:41010
INFO flower 2021-04-10 14:49:41,757 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.52.36:41010
INFO flower 2021-04-10 14:49:41,764 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.6.63:43574
INFO flower 2021-04-10 14:49:41,765 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.5.61:48402
INFO flower 2021-04-10 14:49:41,773 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.55.35:59102
INFO flower 2021-04-10 14:49:41,775 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.6.63:43574
INFO flower 2021-04-10 14:49:41,775 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.5.61:48402
INFO flower 2021-04-10 14:49:41,775 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.55.35:59102
INFO flower 2021-04-10 14:49:41,776 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.58.51:50126
INFO flower 2021-04-10 14:49:41,791 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.58.51:50126
INFO flower 2021-04-10 14:49:41,801 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.40.36:41962
INFO flower 2021-04-10 14:49:41,807 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.48.54:39728
INFO flower 2021-04-10 14:49:41,811 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.48.54:39728
INFO flower 2021-04-10 14:49:41,813 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.34.34:58592
INFO flower 2021-04-10 14:49:41,819 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.52.36:41010
INFO flower 2021-04-10 14:49:41,825 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.58.51:50126
INFO flower 2021-04-10 14:49:41,832 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.8.63:39568
INFO flower 2021-04-10 14:49:41,837 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.34.34:58592
INFO flower 2021-04-10 14:49:41,840 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.58.51:50126
INFO flower 2021-04-10 14:49:41,841 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.8.63:39568
INFO flower 2021-04-10 14:49:41,842 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.35.53:40890
INFO flower 2021-04-10 14:49:41,848 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.52.36:41010
INFO flower 2021-04-10 14:49:41,851 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.40.36:41962
INFO flower 2021-04-10 14:49:41,852 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.54.35:50774
INFO flower 2021-04-10 14:49:41,861 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.35.53:40890
INFO flower 2021-04-10 14:49:41,863 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.18.36:44708
INFO flower 2021-04-10 14:49:41,863 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.18.36:44708
INFO flower 2021-04-10 14:49:41,871 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.54.35:50774
INFO flower 2021-04-10 14:49:41,873 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.55.35:59102
INFO flower 2021-04-10 14:49:41,873 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.5.61:48402
INFO flower 2021-04-10 14:49:41,889 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.5.61:48402
INFO flower 2021-04-10 14:49:41,891 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.49.33:38994
INFO flower 2021-04-10 14:49:41,891 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.49.33:38994
INFO flower 2021-04-10 14:49:41,897 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.4.63:56564
INFO flower 2021-04-10 14:49:41,897 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.4.63:56564
INFO flower 2021-04-10 14:49:41,883 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.55.35:59102
INFO flower 2021-04-10 14:49:41,906 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.44.54:45562
INFO flower 2021-04-10 14:49:41,907 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.44.54:45562
INFO flower 2021-04-10 14:49:41,915 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.47.32:49140
INFO flower 2021-04-10 14:49:41,915 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.47.32:49140
INFO flower 2021-04-10 14:49:41,922 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.41.52:32928
INFO flower 2021-04-10 14:49:41,922 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.41.52:32928
INFO flower 2021-04-10 14:49:41,928 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.18.36:44708
INFO flower 2021-04-10 14:49:41,936 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.18.36:44708
INFO flower 2021-04-10 14:49:41,938 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.53.54:43290
INFO flower 2021-04-10 14:49:41,938 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.53.54:43290
INFO flower 2021-04-10 14:49:41,938 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.49.33:38994
INFO flower 2021-04-10 14:49:41,945 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.23.35:48586
INFO flower 2021-04-10 14:49:41,952 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.23.35:48586
INFO flower 2021-04-10 14:49:41,950 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.49.33:38994
INFO flower 2021-04-10 14:49:41,958 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.42.33:50172
INFO flower 2021-04-10 14:49:41,961 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.42.33:50172
INFO flower 2021-04-10 14:49:41,960 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.30.51:37304
INFO flower 2021-04-10 14:49:41,967 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.30.51:37304
INFO flower 2021-04-10 14:49:41,967 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.7.61:47470
INFO flower 2021-04-10 14:49:41,974 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.26.50:47406
INFO flower 2021-04-10 14:49:41,975 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.7.61:47470
INFO flower 2021-04-10 14:49:41,976 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.26.50:47406
INFO flower 2021-04-10 14:49:41,982 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.38.53:37814
INFO flower 2021-04-10 14:49:41,988 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.44.54:45562
INFO flower 2021-04-10 14:49:41,990 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.38.53:37814
INFO flower 2021-04-10 14:49:41,991 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.36.34:57822
INFO flower 2021-04-10 14:49:42,007 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.36.34:57822
INFO flower 2021-04-10 14:49:41,997 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.23.35:48586
INFO flower 2021-04-10 14:49:41,997 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.42.33:50172
INFO flower 2021-04-10 14:49:41,998 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.3.62:59076
INFO flower 2021-04-10 14:49:42,000 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.53.54:43290
INFO flower 2021-04-10 14:49:42,007 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.4.63:56564
INFO flower 2021-04-10 14:49:41,995 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.44.54:45562
INFO flower 2021-04-10 14:49:42,019 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.23.35:48586
INFO flower 2021-04-10 14:49:42,024 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.3.62:59076
INFO flower 2021-04-10 14:49:42,026 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.42.33:50172
INFO flower 2021-04-10 14:49:42,027 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.47.32:49140
INFO flower 2021-04-10 14:49:42,032 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.53.54:43290
INFO flower 2021-04-10 14:49:42,032 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.57.55:54078
INFO flower 2021-04-10 14:49:42,069 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.57.55:54078
INFO flower 2021-04-10 14:49:42,042 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.22.53:52308
INFO flower 2021-04-10 14:49:42,045 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.38.53:37814
INFO flower 2021-04-10 14:49:42,051 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.30.51:37304
INFO flower 2021-04-10 14:49:42,052 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.26.50:47406
INFO flower 2021-04-10 14:49:42,053 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.2.60:38616
INFO flower 2021-04-10 14:49:42,092 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.2.60:38616
INFO flower 2021-04-10 14:49:42,057 | server_ssp.py:116 | server starts round 0 for client ipv4:10.244.25.53:46080
INFO flower 2021-04-10 14:49:42,098 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.25.53:46080
INFO flower 2021-04-10 14:49:42,064 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.47.32:49140
INFO flower 2021-04-10 14:49:42,068 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.36.34:57822
INFO flower 2021-04-10 14:49:42,041 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.4.63:56564
INFO flower 2021-04-10 14:49:42,074 | server_ssp.py:119 | server send FitIns(clock=0) to client ipv4:10.244.22.53:52308
INFO flower 2021-04-10 14:49:42,080 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.38.53:37814
INFO flower 2021-04-10 14:49:42,085 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.30.51:37304
INFO flower 2021-04-10 14:49:42,091 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.26.50:47406
INFO flower 2021-04-10 14:49:42,092 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.3.62:59076
INFO flower 2021-04-10 14:49:42,054 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.41.52:32928
INFO flower 2021-04-10 14:49:42,098 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.57.55:54078
INFO flower 2021-04-10 14:49:42,059 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.7.61:47470
INFO flower 2021-04-10 14:49:42,115 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.36.34:57822
INFO flower 2021-04-10 14:49:42,127 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.25.53:46080
INFO flower 2021-04-10 14:49:42,128 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.2.60:38616
INFO flower 2021-04-10 14:49:42,142 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.41.52:32928
INFO flower 2021-04-10 14:49:42,143 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.3.62:59076
INFO flower 2021-04-10 14:49:42,148 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.57.55:54078
INFO flower 2021-04-10 14:49:42,154 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.7.61:47470
INFO flower 2021-04-10 14:49:42,155 | server_ssp.py:129 | server receives ReadIns from client ipv4:10.244.22.53:52308
INFO flower 2021-04-10 14:49:42,162 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.25.53:46080
INFO flower 2021-04-10 14:49:42,166 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.2.60:38616
INFO flower 2021-04-10 14:49:42,180 | server_ssp.py:135 | server sends back ReadRes(clock=-1) to client ipv4:10.244.22.53:52308
INFO flower 2021-04-10 14:49:42,445 | server_ssp.py:140 | server receives FitRes(clock=0) from client ipv4:10.244.51.54:56726
DEBUG flower 2021-04-10 14:49:42,454 | server_ssp.py:162 | time to evaluate. Evaluation interval
INFO flower 2021-04-10 14:49:42,551 | server_ssp.py:140 | server receives FitRes(clock=0) from client ipv4:10.244.55.35:59102
INFO flower 2021-04-10 14:49:42,559 | server_ssp.py:116 | server starts round 1 for client ipv4:10.244.55.35:59102
