DEBUG flower 2021-04-10 14:49:30,007 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 14:49:35,425 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 14:49:35,426 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 14:49:35,426 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 14:49:35,427 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:41,907 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,907 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 14:49:41,908 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:49:41,908 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:49:41,981 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:49:41,981 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 14:49:41,999 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 14:49:41,999 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
INFO flower 2021-04-10 14:49:46,330 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 14:49:46,331 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 14:51:00,405 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:00,427 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:00,428 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:51:00,428 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 14:51:00,428 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:51:00,428 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:51:01,594 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:51:01,594 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 14:51:01,601 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 14:51:01,601 | numpy_client.py:260 | cached_clock: 0, curr_clock: 1
INFO flower 2021-04-10 14:51:06,115 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 14:51:06,115 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 14:52:24,146 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:24,171 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:24,171 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:52:24,171 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 14:52:24,172 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:52:24,172 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:52:33,567 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:52:33,568 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 14:52:33,574 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 14:52:33,574 | numpy_client.py:260 | cached_clock: 1, curr_clock: 2
INFO flower 2021-04-10 14:52:37,904 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 14:52:37,905 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 14:53:40,958 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:53:40,982 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:53:40,982 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 14:53:40,982 | numpy_client.py:260 | cached_clock: 1, curr_clock: 3
INFO flower 2021-04-10 14:53:40,982 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:53:40,983 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:53:47,976 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:53:47,977 | numpy_client.py:228 | read: ReadRes(clock=2)
DEBUG flower 2021-04-10 14:53:47,984 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 14:53:47,984 | numpy_client.py:260 | cached_clock: 2, curr_clock: 3
INFO flower 2021-04-10 14:53:52,220 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
INFO flower 2021-04-10 14:53:52,221 | chaos.py:14 | Delay 44 sec
DEBUG flower 2021-04-10 14:54:36,266 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:54:36,290 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:54:36,290 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 14:54:36,290 | numpy_client.py:260 | cached_clock: 2, curr_clock: 4
INFO flower 2021-04-10 14:54:36,290 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:54:36,291 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:54:43,097 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:54:43,097 | numpy_client.py:228 | read: ReadRes(clock=3)
DEBUG flower 2021-04-10 14:54:43,105 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 14:54:43,105 | numpy_client.py:260 | cached_clock: 3, curr_clock: 4
INFO flower 2021-04-10 14:54:47,412 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
INFO flower 2021-04-10 14:54:47,412 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 14:55:34,460 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:55:34,484 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:55:34,485 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 14:55:34,485 | numpy_client.py:260 | cached_clock: 3, curr_clock: 5
INFO flower 2021-04-10 14:55:34,485 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 14:55:34,485 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 14:55:41,146 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 14:55:41,147 | numpy_client.py:228 | read: ReadRes(clock=4)
