INFO flower 2021-04-05 03:45:55,101 | app.py:86 | Flower server running (insecure, 25 rounds)
INFO flower 2021-04-05 03:46:10,046 | server_ssp.py:86 | initial weights (loss/accuracy): 906.5759000778198, 0.0
INFO flower 2021-04-05 03:46:10,048 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.52.12:44342
INFO flower 2021-04-05 03:46:10,048 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.52.12:44342
INFO flower 2021-04-05 03:46:10,069 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.38.14:41772
INFO flower 2021-04-05 03:46:10,069 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.38.14:41772
INFO flower 2021-04-05 03:46:10,101 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.53.14:48872
INFO flower 2021-04-05 03:46:10,110 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.53.14:48872
INFO flower 2021-04-05 03:46:10,117 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.57.14:38554
INFO flower 2021-04-05 03:46:10,117 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.57.14:38554
INFO flower 2021-04-05 03:46:10,142 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.4.23:48584
INFO flower 2021-04-05 03:46:10,143 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.4.23:48584
INFO flower 2021-04-05 03:46:10,151 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.52.11:57662
INFO flower 2021-04-05 03:46:10,188 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.52.11:57662
INFO flower 2021-04-05 03:46:10,175 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.8.23:39390
INFO flower 2021-04-05 03:46:10,196 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.8.23:39390
INFO flower 2021-04-05 03:46:10,244 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.53.15:60572
INFO flower 2021-04-05 03:46:10,244 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.53.15:60572
INFO flower 2021-04-05 03:46:10,253 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.48.14:59262
INFO flower 2021-04-05 03:46:10,258 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.48.14:59262
INFO flower 2021-04-05 03:46:10,272 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.3.22:58080
INFO flower 2021-04-05 03:46:10,287 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.3.22:58080
INFO flower 2021-04-05 03:46:10,310 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.4.24:58308
INFO flower 2021-04-05 03:46:10,311 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.4.24:58308
INFO flower 2021-04-05 03:46:10,355 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.22.14:44430
INFO flower 2021-04-05 03:46:10,356 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.22.14:44430
INFO flower 2021-04-05 03:46:10,356 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.29.12:33632
INFO flower 2021-04-05 03:46:10,373 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.6.22:38304
INFO flower 2021-04-05 03:46:10,373 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.29.12:33632
INFO flower 2021-04-05 03:46:10,381 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.55.11:38144
INFO flower 2021-04-05 03:46:10,382 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.6.22:38304
INFO flower 2021-04-05 03:46:10,410 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.44.14:38584
INFO flower 2021-04-05 03:46:10,410 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.55.11:38144
INFO flower 2021-04-05 03:46:10,410 | server_ssp.py:130 | server receives ReadIns from client ipv4:10.244.52.12:44342
INFO flower 2021-04-05 03:46:10,411 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.5.22:43350
INFO flower 2021-04-05 03:46:10,487 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.5.22:43350
INFO flower 2021-04-05 03:46:10,440 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.2.20:52672
INFO flower 2021-04-05 03:46:10,441 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.44.14:38584
INFO flower 2021-04-05 03:46:10,441 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.8.24:43702
INFO flower 2021-04-05 03:46:10,465 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.35.12:46586
INFO flower 2021-04-05 03:46:10,471 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.18.11:53502
INFO flower 2021-04-05 03:46:10,487 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.50.12:34208
INFO flower 2021-04-05 03:46:10,597 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.50.12:34208
INFO flower 2021-04-05 03:46:10,532 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.23.11:60240
INFO flower 2021-04-05 03:46:10,537 | server_ssp.py:130 | server receives ReadIns from client ipv4:10.244.57.14:38554
INFO flower 2021-04-05 03:46:10,548 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.43.11:39080
INFO flower 2021-04-05 03:46:10,548 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.2.20:52672
INFO flower 2021-04-05 03:46:10,563 | server_ssp.py:136 | server sends back ReadRes(clock=-1) to client ipv4:10.244.52.12:44342
INFO flower 2021-04-05 03:46:10,566 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.51.13:41202
INFO flower 2021-04-05 03:46:10,574 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.27.10:36744
INFO flower 2021-04-05 03:46:10,574 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.8.24:43702
INFO flower 2021-04-05 03:46:10,578 | server_ssp.py:130 | server receives ReadIns from client ipv4:10.244.53.14:48872
INFO flower 2021-04-05 03:46:10,579 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.35.12:46586
INFO flower 2021-04-05 03:46:10,596 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.18.11:53502
INFO flower 2021-04-05 03:46:10,596 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.33.11:38568
INFO flower 2021-04-05 03:46:10,597 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.2.21:50006
INFO flower 2021-04-05 03:46:10,419 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.7.22:34932
