INFO flower 2021-04-05 01:06:33,878 | app.py:86 | Flower server running (insecure, 25 rounds)
INFO flower 2021-04-05 01:06:47,863 | server_ssp.py:86 | initial weights (loss/accuracy): 908.4942045211792, 0.014492753623188406
INFO flower 2021-04-05 01:06:48,154 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.8.24:43666
INFO flower 2021-04-05 01:06:48,155 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.8.24:43666
INFO flower 2021-04-05 01:06:48,165 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.44.14:38566
INFO flower 2021-04-05 01:06:48,165 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.44.14:38566
INFO flower 2021-04-05 01:06:48,239 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.50.12:34190
INFO flower 2021-04-05 01:06:48,239 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.50.12:34190
INFO flower 2021-04-05 01:06:48,245 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.57.14:38534
INFO flower 2021-04-05 01:06:48,245 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.57.14:38534
INFO flower 2021-04-05 01:06:48,258 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.31.9:54144
INFO flower 2021-04-05 01:06:48,279 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.31.9:54144
INFO flower 2021-04-05 01:06:48,298 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.4.24:58272
INFO flower 2021-04-05 01:06:48,298 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.4.24:58272
INFO flower 2021-04-05 01:06:48,306 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.33.11:38550
INFO flower 2021-04-05 01:06:48,307 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.33.11:38550
INFO flower 2021-04-05 01:06:48,329 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.5.22:43332
INFO flower 2021-04-05 01:06:48,372 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.5.22:43332
INFO flower 2021-04-05 01:06:48,405 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.48.14:59244
INFO flower 2021-04-05 01:06:48,406 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.48.14:59244
INFO flower 2021-04-05 01:06:48,424 | server_ssp.py:130 | server receives ReadIns from client ipv4:10.244.8.24:43666
INFO flower 2021-04-05 01:06:48,456 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.55.11:38126
INFO flower 2021-04-05 01:06:48,462 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.55.11:38126
INFO flower 2021-04-05 01:06:48,479 | server_ssp.py:136 | server sends back ReadRes(clock=-1) to client ipv4:10.244.8.24:43666
INFO flower 2021-04-05 01:06:48,480 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.4.23:48548
INFO flower 2021-04-05 01:06:48,509 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.6.22:38284
INFO flower 2021-04-05 01:06:48,509 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.4.23:48548
INFO flower 2021-04-05 01:06:48,529 | server_ssp.py:117 | server starts round 0 for client ipv4:10.244.35.12:46568
INFO flower 2021-04-05 01:06:48,560 | server_ssp.py:120 | server send FitIns(clock=0) to client ipv4:10.244.35.12:46568
