INFO flower 2021-04-08 11:46:09,184 | app.py:87 | Flower server running (insecure, 100 rounds)
INFO flower 2021-04-08 11:46:25,788 | server_ssp.py:102 | fit progress1: (0, 721.2238218784332, 0.0999, 0)
INFO flower 2021-04-08 11:46:25,789 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.57.41:39220
INFO flower 2021-04-08 11:46:25,789 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.57.41:39220
INFO flower 2021-04-08 11:46:25,796 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.58.37:44560
INFO flower 2021-04-08 11:46:25,797 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.58.37:44560
INFO flower 2021-04-08 11:46:25,802 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.6.49:51920
INFO flower 2021-04-08 11:46:25,803 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.6.49:51920
INFO flower 2021-04-08 11:46:25,808 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.43.27:60460
INFO flower 2021-04-08 11:46:25,808 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.43.27:60460
INFO flower 2021-04-08 11:46:25,815 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.38.39:41100
INFO flower 2021-04-08 11:46:25,816 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.38.39:41100
INFO flower 2021-04-08 11:46:25,823 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.2.46:59122
INFO flower 2021-04-08 11:46:25,823 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.2.46:59122
INFO flower 2021-04-08 11:46:25,833 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.44.39:56640
INFO flower 2021-04-08 11:46:25,833 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.44.39:56640
INFO flower 2021-04-08 11:46:25,838 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.49.26:58562
INFO flower 2021-04-08 11:46:25,839 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.49.26:58562
INFO flower 2021-04-08 11:46:25,844 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.29.28:58946
INFO flower 2021-04-08 11:46:25,844 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.29.28:58946
INFO flower 2021-04-08 11:46:25,849 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.18.28:58666
INFO flower 2021-04-08 11:46:25,849 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.18.28:58666
INFO flower 2021-04-08 11:46:25,859 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.33.29:40872
INFO flower 2021-04-08 11:46:25,859 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.33.29:40872
INFO flower 2021-04-08 11:46:25,867 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.7.47:44606
INFO flower 2021-04-08 11:46:25,867 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.7.47:44606
INFO flower 2021-04-08 11:46:25,878 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.50.37:48544
INFO flower 2021-04-08 11:46:25,878 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.50.37:48544
INFO flower 2021-04-08 11:46:25,887 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.38.39:41100
INFO flower 2021-04-08 11:46:25,892 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.38.39:41100
INFO flower 2021-04-08 11:46:25,894 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.43.27:60460
INFO flower 2021-04-08 11:46:25,900 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.29.28:58946
INFO flower 2021-04-08 11:46:25,904 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.29.28:58946
INFO flower 2021-04-08 11:46:25,906 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.57.41:39220
INFO flower 2021-04-08 11:46:25,906 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.43.27:60460
INFO flower 2021-04-08 11:46:25,907 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.42.26:33840
INFO flower 2021-04-08 11:46:25,934 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.42.26:33840
INFO flower 2021-04-08 11:46:25,910 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.2.46:59122
INFO flower 2021-04-08 11:46:25,912 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.6.49:51920
INFO flower 2021-04-08 11:46:25,913 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.25.39:39174
INFO flower 2021-04-08 11:46:25,920 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.5.47:47064
INFO flower 2021-04-08 11:46:25,923 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.57.41:39220
INFO flower 2021-04-08 11:46:25,925 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.53.40:58132
INFO flower 2021-04-08 11:46:25,929 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.7.47:44606
