INFO flower 2021-04-09 17:44:06,453 | app.py:87 | Flower server running (insecure, 25 rounds)
INFO flower 2021-04-09 17:44:43,815 | server_ssp.py:92 | fit progress1: (0, 2042.5514793395996, 0.004301075268817204, 0)
INFO flower 2021-04-09 17:44:43,817 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.22.48:54560
INFO flower 2021-04-09 17:44:43,818 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.22.48:54560
INFO flower 2021-04-09 17:44:43,827 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.48.49:57382
INFO flower 2021-04-09 17:44:43,827 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.48.49:57382
INFO flower 2021-04-09 17:44:43,827 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.7.56:48554
INFO flower 2021-04-09 17:44:43,843 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.1.40:50750
INFO flower 2021-04-09 17:44:43,855 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.7.56:48554
INFO flower 2021-04-09 17:44:43,863 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.6.58:47918
INFO flower 2021-04-09 17:44:43,864 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.1.40:50750
INFO flower 2021-04-09 17:44:43,864 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.38.48:36180
INFO flower 2021-04-09 17:44:43,872 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.6.58:47918
INFO flower 2021-04-09 17:44:43,884 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.25.48:51282
INFO flower 2021-04-09 17:44:43,891 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.38.48:36180
INFO flower 2021-04-09 17:44:43,906 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.50.46:60066
INFO flower 2021-04-09 17:44:43,907 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.31.32:35550
INFO flower 2021-04-09 17:44:43,914 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.58.46:49690
INFO flower 2021-04-09 17:44:43,954 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.58.46:49690
INFO flower 2021-04-09 17:44:43,930 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.41.47:38940
INFO flower 2021-04-09 17:44:43,936 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.50.46:60066
INFO flower 2021-04-09 17:44:43,945 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.26.45:39364
INFO flower 2021-04-09 17:44:43,953 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.5.56:56910
INFO flower 2021-04-09 17:44:43,954 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.31.32:35550
INFO flower 2021-04-09 17:44:43,929 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.25.48:51282
INFO flower 2021-04-09 17:44:43,962 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.43.33:52576
INFO flower 2021-04-09 17:44:43,962 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.41.47:38940
INFO flower 2021-04-09 17:44:43,973 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.51.49:48836
INFO flower 2021-04-09 17:44:43,981 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.2.55:52498
INFO flower 2021-04-09 17:44:44,010 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.26.45:39364
INFO flower 2021-04-09 17:44:44,010 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.29.34:43524
INFO flower 2021-04-09 17:44:44,011 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.5.56:56910
INFO flower 2021-04-09 17:44:44,034 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.35.48:53142
INFO flower 2021-04-09 17:44:44,068 | server_ssp.py:137 | server receives ReadIns from client ipv4:10.244.22.48:54560
INFO flower 2021-04-09 17:44:44,069 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.3.57:49356
INFO flower 2021-04-09 17:44:44,080 | server_ssp.py:137 | server receives ReadIns from client ipv4:10.244.48.49:57382
INFO flower 2021-04-09 17:44:44,080 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.43.33:52576
INFO flower 2021-04-09 17:44:44,081 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.44.49:50150
