INFO flower 2021-04-09 13:05:34,386 | app.py:87 | Flower server running (insecure, 25 rounds)
INFO flower 2021-04-09 13:06:11,632 | server_ssp.py:92 | fit progress1: (0, 2041.6258673667908, 0.017204301075268817, 0)
INFO flower 2021-04-09 13:06:11,633 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.48.49:57364
INFO flower 2021-04-09 13:06:11,633 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.48.49:57364
INFO flower 2021-04-09 13:06:11,712 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.2.55:52482
INFO flower 2021-04-09 13:06:11,712 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.2.55:52482
INFO flower 2021-04-09 13:06:11,733 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.4.58:60910
INFO flower 2021-04-09 13:06:11,733 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.4.58:60910
INFO flower 2021-04-09 13:06:11,748 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.43.33:52560
INFO flower 2021-04-09 13:06:11,748 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.43.33:52560
INFO flower 2021-04-09 13:06:11,756 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.8.58:48782
INFO flower 2021-04-09 13:06:11,756 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.8.58:48782
INFO flower 2021-04-09 13:06:11,764 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.25.48:51264
INFO flower 2021-04-09 13:06:11,764 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.25.48:51264
INFO flower 2021-04-09 13:06:11,791 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.18.33:36672
INFO flower 2021-04-09 13:06:11,791 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.18.33:36672
INFO flower 2021-04-09 13:06:11,843 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.6.58:47902
INFO flower 2021-04-09 13:06:11,843 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.6.58:47902
INFO flower 2021-04-09 13:06:11,849 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.22.48:54544
INFO flower 2021-04-09 13:06:11,849 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.22.48:54544
INFO flower 2021-04-09 13:06:11,863 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.50.46:60048
INFO flower 2021-04-09 13:06:11,864 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.50.46:60048
INFO flower 2021-04-09 13:06:11,901 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.1.40:50734
INFO flower 2021-04-09 13:06:11,901 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.1.40:50734
INFO flower 2021-04-09 13:06:11,933 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.30.46:37182
INFO flower 2021-04-09 13:06:11,933 | server_ssp.py:127 | server send FitIns(clock=0) to client ipv4:10.244.30.46:37182
INFO flower 2021-04-09 13:06:11,956 | server_ssp.py:124 | server starts round 0 for client ipv4:10.244.27.32:43440
