INFO flower 2021-04-08 13:21:26,386 | app.py:87 | Flower server running (insecure, 100 rounds)
INFO flower 2021-04-08 13:21:42,977 | server_ssp.py:102 | fit progress1: (0, 721.2238218784332, 0.0999, 0)
INFO flower 2021-04-08 13:21:42,978 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.57.41:39252
INFO flower 2021-04-08 13:21:42,978 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.29.28:58978
INFO flower 2021-04-08 13:21:42,979 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.57.41:39252
INFO flower 2021-04-08 13:21:42,979 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.53.40:58164
INFO flower 2021-04-08 13:21:42,987 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.53.40:58164
INFO flower 2021-04-08 13:21:42,980 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.29.28:58978
INFO flower 2021-04-08 13:21:42,980 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.38.39:41132
INFO flower 2021-04-08 13:21:42,981 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.40.28:37284
INFO flower 2021-04-08 13:21:43,006 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.40.28:37284
INFO flower 2021-04-08 13:21:42,980 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.43.27:60492
INFO flower 2021-04-08 13:21:43,012 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.43.27:60492
INFO flower 2021-04-08 13:21:43,003 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.42.26:33874
INFO flower 2021-04-08 13:21:43,024 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.42.26:33874
INFO flower 2021-04-08 13:21:42,987 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.44.39:56672
INFO flower 2021-04-08 13:21:43,029 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.44.39:56672
INFO flower 2021-04-08 13:21:42,999 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.49.26:58594
INFO flower 2021-04-08 13:21:43,034 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.49.26:58594
INFO flower 2021-04-08 13:21:43,005 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.38.39:41132
INFO flower 2021-04-08 13:21:43,011 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.26.36:53338
INFO flower 2021-04-08 13:21:43,021 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.57.41:39252
INFO flower 2021-04-08 13:21:43,046 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.33.29:40904
INFO flower 2021-04-08 13:21:43,047 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.29.28:58978
INFO flower 2021-04-08 13:21:43,050 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.26.36:53338
INFO flower 2021-04-08 13:21:43,058 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.57.41:39252
INFO flower 2021-04-08 13:21:43,058 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.33.29:40904
INFO flower 2021-04-08 13:21:43,059 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.7.47:44638
INFO flower 2021-04-08 13:21:43,059 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.53.40:58164
INFO flower 2021-04-08 13:21:43,064 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.29.28:58978
INFO flower 2021-04-08 13:21:43,070 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.50.37:48578
INFO flower 2021-04-08 13:21:43,073 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.35.39:53628
INFO flower 2021-04-08 13:21:43,079 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.7.47:44638
INFO flower 2021-04-08 13:21:43,081 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.4.49:56650
INFO flower 2021-04-08 13:21:43,087 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.5.47:47096
INFO flower 2021-04-08 13:21:43,090 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.22.39:60158
INFO flower 2021-04-08 13:21:43,093 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.38.39:41132
INFO flower 2021-04-08 13:21:43,093 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.30.37:38956
INFO flower 2021-04-08 13:21:43,094 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.49.26:58594
INFO flower 2021-04-08 13:21:43,095 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.53.40:58164
INFO flower 2021-04-08 13:21:43,096 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.40.28:37284
INFO flower 2021-04-08 13:21:43,097 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.44.39:56672
INFO flower 2021-04-08 13:21:43,097 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.51.40:57632
INFO flower 2021-04-08 13:21:43,139 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.51.40:57632
INFO flower 2021-04-08 13:21:43,098 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.43.27:60492
INFO flower 2021-04-08 13:21:43,099 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.27.27:36972
INFO flower 2021-04-08 13:21:43,152 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.27.27:36972
INFO flower 2021-04-08 13:21:43,100 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.42.26:33874
INFO flower 2021-04-08 13:21:43,101 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.1.35:37750
INFO flower 2021-04-08 13:21:43,163 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.1.35:37750
INFO flower 2021-04-08 13:21:43,110 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.4.49:56650
INFO flower 2021-04-08 13:21:43,111 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.26.36:53338
INFO flower 2021-04-08 13:21:43,111 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.5.47:47096
INFO flower 2021-04-08 13:21:43,112 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.22.39:60158
INFO flower 2021-04-08 13:21:43,112 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.6.49:51952
INFO flower 2021-04-08 13:21:43,117 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.38.39:41132
INFO flower 2021-04-08 13:21:43,118 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.30.37:38956
INFO flower 2021-04-08 13:21:43,119 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.25.39:39206
INFO flower 2021-04-08 13:21:43,124 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.49.26:58594
INFO flower 2021-04-08 13:21:43,126 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.7.47:44638
INFO flower 2021-04-08 13:21:43,137 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.40.28:37284
INFO flower 2021-04-08 13:21:43,139 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.44.39:56672
INFO flower 2021-04-08 13:21:43,139 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.58.37:44592
INFO flower 2021-04-08 13:21:43,098 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.50.37:48578
INFO flower 2021-04-08 13:21:43,100 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.35.39:53628
INFO flower 2021-04-08 13:21:43,157 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.43.27:60492
INFO flower 2021-04-08 13:21:43,161 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.42.26:33874
INFO flower 2021-04-08 13:21:43,109 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.33.29:40904
INFO flower 2021-04-08 13:21:43,168 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.52.28:37968
INFO flower 2021-04-08 13:21:43,182 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.26.36:53338
INFO flower 2021-04-08 13:21:43,183 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.18.28:58698
INFO flower 2021-04-08 13:21:43,254 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.18.28:58698
INFO flower 2021-04-08 13:21:43,199 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.6.49:51952
INFO flower 2021-04-08 13:21:43,200 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.51.40:57632
INFO flower 2021-04-08 13:21:43,203 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.1.35:37750
INFO flower 2021-04-08 13:21:43,205 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.27.27:36972
INFO flower 2021-04-08 13:21:43,205 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.41.38:41272
INFO flower 2021-04-08 13:21:43,211 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.25.39:39206
INFO flower 2021-04-08 13:21:43,212 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.3.48:38374
INFO flower 2021-04-08 13:21:43,216 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.8.49:58324
INFO flower 2021-04-08 13:21:43,221 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.7.47:44638
INFO flower 2021-04-08 13:21:43,224 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.5.47:47096
INFO flower 2021-04-08 13:21:43,225 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.48.40:42566
INFO flower 2021-04-08 13:21:43,226 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.4.49:56650
INFO flower 2021-04-08 13:21:43,229 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.58.37:44592
INFO flower 2021-04-08 13:21:43,251 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.33.29:40904
INFO flower 2021-04-08 13:21:43,252 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.52.28:37968
INFO flower 2021-04-08 13:21:43,199 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.2.46:59154
INFO flower 2021-04-08 13:21:43,271 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.51.40:57632
INFO flower 2021-04-08 13:21:43,277 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.1.35:37750
INFO flower 2021-04-08 13:21:43,284 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.41.38:41272
INFO flower 2021-04-08 13:21:43,284 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.27.27:36972
INFO flower 2021-04-08 13:21:43,292 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.3.48:38374
INFO flower 2021-04-08 13:21:43,292 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.8.49:58324
INFO flower 2021-04-08 13:21:43,295 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.22.39:60158
INFO flower 2021-04-08 13:21:43,296 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.35.39:53628
INFO flower 2021-04-08 13:21:43,298 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.50.37:48578
INFO flower 2021-04-08 13:21:43,299 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.30.37:38956
INFO flower 2021-04-08 13:21:43,307 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.18.28:58698
INFO flower 2021-04-08 13:21:43,307 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.5.47:47096
INFO flower 2021-04-08 13:21:43,308 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.48.40:42566
INFO flower 2021-04-08 13:21:43,308 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.6.49:51952
INFO flower 2021-04-08 13:21:43,309 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.25.39:39206
INFO flower 2021-04-08 13:21:43,315 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.4.49:56650
INFO flower 2021-04-08 13:21:43,329 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.2.46:59154
INFO flower 2021-04-08 13:21:43,362 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.58.37:44592
INFO flower 2021-04-08 13:21:43,368 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.22.39:60158
INFO flower 2021-04-08 13:21:43,379 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.52.28:37968
INFO flower 2021-04-08 13:21:43,379 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.35.39:53628
INFO flower 2021-04-08 13:21:43,380 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.50.37:48578
INFO flower 2021-04-08 13:21:43,385 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.30.37:38956
INFO flower 2021-04-08 13:21:43,387 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.41.38:41272
INFO flower 2021-04-08 13:21:43,392 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.18.28:58698
INFO flower 2021-04-08 13:21:43,395 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.3.48:38374
INFO flower 2021-04-08 13:21:43,408 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.8.49:58324
INFO flower 2021-04-08 13:21:43,408 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.6.49:51952
INFO flower 2021-04-08 13:21:43,414 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.25.39:39206
INFO flower 2021-04-08 13:21:43,423 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.48.40:42566
INFO flower 2021-04-08 13:21:43,432 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.58.37:44592
INFO flower 2021-04-08 13:21:43,443 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.52.28:37968
INFO flower 2021-04-08 13:21:43,458 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.41.38:41272
INFO flower 2021-04-08 13:21:43,460 | server_ssp.py:147 | server receives ReadIns from client ipv4:10.244.2.46:59154
INFO flower 2021-04-08 13:21:43,472 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.8.49:58324
INFO flower 2021-04-08 13:21:43,473 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.3.48:38374
INFO flower 2021-04-08 13:21:43,481 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.48.40:42566
INFO flower 2021-04-08 13:21:43,496 | server_ssp.py:153 | server sends back ReadRes(clock=-1) to client ipv4:10.244.2.46:59154
INFO flower 2021-04-08 13:21:43,924 | server_ssp.py:158 | server receives FitRes(clock=0) from client ipv4:10.244.5.47:47096
WARNING flower 2021-04-08 13:21:43,930 | server_ssp.py:169 | 10 parameter layers very similar in total 10
INFO flower 2021-04-08 13:21:43,932 | server_ssp.py:134 | server starts round 1 for client ipv4:10.244.5.47:47096
