INFO flower 2021-04-07 18:39:51,235 | app.py:87 | Flower server running (insecure, 30 rounds)
INFO flower 2021-04-07 18:40:27,730 | server_ssp.py:102 | fit progress1: (0, 2038.0000185966492, 0.010752688172043012, 0)
INFO flower 2021-04-07 18:40:27,804 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.50.34:51518
INFO flower 2021-04-07 18:40:27,804 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.50.34:51518
INFO flower 2021-04-07 18:40:27,810 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.6.46:42704
INFO flower 2021-04-07 18:40:27,811 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.6.46:42704
INFO flower 2021-04-07 18:40:27,824 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.59.24:34312
INFO flower 2021-04-07 18:40:27,824 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.59.24:34312
INFO flower 2021-04-07 18:40:27,830 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.8.46:38368
INFO flower 2021-04-07 18:40:27,830 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.8.46:38368
INFO flower 2021-04-07 18:40:27,860 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.7.44:52340
INFO flower 2021-04-07 18:40:27,867 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.7.44:52340
INFO flower 2021-04-07 18:40:27,880 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.36.25:52866
INFO flower 2021-04-07 18:40:27,880 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.36.25:52866
INFO flower 2021-04-07 18:40:27,893 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.4.46:44790
INFO flower 2021-04-07 18:40:27,893 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.4.46:44790
INFO flower 2021-04-07 18:40:27,911 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.26.33:42452
INFO flower 2021-04-07 18:40:27,926 | server_ssp.py:137 | server send FitIns(clock=0) to client ipv4:10.244.26.33:42452
INFO flower 2021-04-07 18:40:27,936 | server_ssp.py:134 | server starts round 0 for client ipv4:10.244.46.27:35440
