DEBUG flower 2021-04-10 15:52:14,136 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 15:52:17,128 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 15:52:17,129 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 15:52:17,129 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:17,130 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 15:52:20,697 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,697 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 15:52:20,698 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:20,698 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:20,908 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,908 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 15:52:20,923 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 15:52:20,924 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 15:52:21,905 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 15:52:21,909 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 15:52:21,909 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 15:53:35,949 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:45,322 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:53:45,323 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 15:53:45,323 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 15:53:46,205 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 15:53:46,206 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 15:55:04,210 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:55:04,234 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:55:04,235 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:55:04,235 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 15:55:04,235 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:55:04,235 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:55:04,298 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:55:04,298 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 15:55:04,306 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:55:04,306 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 15:55:05,220 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 15:55:05,220 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 15:56:08,283 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:08,313 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:08,313 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:56:08,313 | numpy_client.py:260 | cached_clock: 0, curr_clock: 3
INFO flower 2021-04-10 15:56:08,313 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:56:08,314 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:08,328 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:08,328 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 15:56:08,335 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:56:08,335 | numpy_client.py:260 | cached_clock: 1, curr_clock: 3
