DEBUG flower 2021-04-10 15:52:15,313 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 15:52:18,064 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 15:52:18,064 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 15:52:18,064 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:18,066 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 15:52:20,754 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,754 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 15:52:20,755 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:20,755 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:20,969 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,969 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 15:52:20,984 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 15:52:20,984 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 15:52:24,266 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 15:52:24,271 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 15:52:24,271 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 15:53:38,344 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:38,367 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:53:38,367 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 15:53:38,367 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 15:53:41,353 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 15:53:41,353 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 15:54:59,432 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:54:59,457 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:54:59,457 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:54:59,457 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 15:54:59,458 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:54:59,458 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:54:59,473 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:54:59,473 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 15:54:59,479 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:54:59,479 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 15:55:02,449 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 15:55:02,450 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 15:56:05,466 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:05,490 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:05,491 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:56:05,491 | numpy_client.py:260 | cached_clock: 0, curr_clock: 3
INFO flower 2021-04-10 15:56:05,491 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:56:05,494 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:05,548 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:05,549 | numpy_client.py:228 | read: ReadRes(clock=1)
