DEBUG flower 2021-04-10 15:52:10,406 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 15:52:13,140 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 15:52:13,142 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 15:52:13,142 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:13,142 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 15:52:20,505 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,505 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 15:52:20,505 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:20,506 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:20,644 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,644 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 15:52:20,660 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 15:52:20,660 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 15:52:23,140 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 15:52:23,143 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 15:52:23,143 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 15:53:37,209 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:37,233 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:53:37,233 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 15:53:37,233 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 15:53:39,917 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 15:53:39,917 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 15:54:57,930 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:54:57,954 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:54:57,954 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:54:57,955 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 15:54:57,955 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:54:57,955 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:54:58,012 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:54:58,013 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 15:54:58,021 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:54:58,021 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 15:55:00,618 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 15:55:00,619 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 15:56:03,682 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:03,708 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:03,709 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:56:03,709 | numpy_client.py:260 | cached_clock: 0, curr_clock: 3
INFO flower 2021-04-10 15:56:03,709 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:56:03,709 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:03,726 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:03,727 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 15:56:03,733 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:56:03,734 | numpy_client.py:260 | cached_clock: 1, curr_clock: 3
INFO flower 2021-04-10 15:56:06,227 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
INFO flower 2021-04-10 15:56:06,227 | chaos.py:14 | Delay 44 sec
DEBUG flower 2021-04-10 15:56:50,272 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:50,297 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:50,297 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 15:56:50,297 | numpy_client.py:260 | cached_clock: 1, curr_clock: 4
INFO flower 2021-04-10 15:56:50,297 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:56:50,298 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:50,314 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:50,314 | numpy_client.py:228 | read: ReadRes(clock=2)
DEBUG flower 2021-04-10 15:56:50,322 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 15:56:50,322 | numpy_client.py:260 | cached_clock: 2, curr_clock: 4
INFO flower 2021-04-10 15:56:52,715 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
INFO flower 2021-04-10 15:56:52,715 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 15:57:39,763 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:57:39,787 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:57:39,787 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 15:57:39,788 | numpy_client.py:260 | cached_clock: 2, curr_clock: 5
INFO flower 2021-04-10 15:57:39,788 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:57:39,788 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:57:39,815 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:57:39,816 | numpy_client.py:228 | read: ReadRes(clock=3)
DEBUG flower 2021-04-10 15:57:39,823 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 15:57:39,823 | numpy_client.py:260 | cached_clock: 3, curr_clock: 5
INFO flower 2021-04-10 15:57:42,225 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
INFO flower 2021-04-10 15:57:42,226 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 15:58:29,244 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:58:29,266 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:58:29,267 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 15:58:29,267 | numpy_client.py:260 | cached_clock: 3, curr_clock: 6
INFO flower 2021-04-10 15:58:29,267 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:58:29,267 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:58:29,323 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:58:29,323 | numpy_client.py:228 | read: ReadRes(clock=4)
DEBUG flower 2021-04-10 15:58:29,331 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 15:58:29,331 | numpy_client.py:260 | cached_clock: 4, curr_clock: 6
INFO flower 2021-04-10 15:58:31,729 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
INFO flower 2021-04-10 15:58:31,730 | chaos.py:14 | Delay 79 sec
DEBUG flower 2021-04-10 15:59:50,809 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:59:50,833 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:59:50,834 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 15:59:50,834 | numpy_client.py:260 | cached_clock: 4, curr_clock: 7
INFO flower 2021-04-10 15:59:50,834 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:59:50,834 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:59:50,916 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:59:50,917 | numpy_client.py:228 | read: ReadRes(clock=5)
DEBUG flower 2021-04-10 15:59:50,924 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 15:59:50,924 | numpy_client.py:260 | cached_clock: 5, curr_clock: 7
INFO flower 2021-04-10 15:59:53,318 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
INFO flower 2021-04-10 15:59:53,318 | chaos.py:14 | Delay 79 sec
DEBUG flower 2021-04-10 16:01:12,398 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:01:12,423 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:01:12,423 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 16:01:12,424 | numpy_client.py:260 | cached_clock: 5, curr_clock: 8
INFO flower 2021-04-10 16:01:12,424 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 16:01:12,424 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:01:12,440 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:01:12,440 | numpy_client.py:228 | read: ReadRes(clock=6)
DEBUG flower 2021-04-10 16:01:12,447 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 16:01:12,448 | numpy_client.py:260 | cached_clock: 6, curr_clock: 8
INFO flower 2021-04-10 16:01:14,729 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
INFO flower 2021-04-10 16:01:14,730 | chaos.py:14 | Delay 45 sec
DEBUG flower 2021-04-10 16:01:59,775 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:01:59,796 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:01:59,796 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-10 16:01:59,796 | numpy_client.py:260 | cached_clock: 6, curr_clock: 9
INFO flower 2021-04-10 16:01:59,797 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 16:01:59,797 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:02:18,392 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:02:18,392 | numpy_client.py:228 | read: ReadRes(clock=7)
DEBUG flower 2021-04-10 16:02:18,399 | numpy_client.py:172 | fit, FitIns(clock=9)
DEBUG flower 2021-04-10 16:02:18,400 | numpy_client.py:260 | cached_clock: 7, curr_clock: 9
INFO flower 2021-04-10 16:02:20,834 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=9)
INFO flower 2021-04-10 16:02:20,834 | chaos.py:14 | Delay 54 sec
DEBUG flower 2021-04-10 16:03:14,864 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:03:14,889 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:03:14,889 | numpy_client.py:172 | fit, FitIns(clock=10)
DEBUG flower 2021-04-10 16:03:14,889 | numpy_client.py:260 | cached_clock: 7, curr_clock: 10
INFO flower 2021-04-10 16:03:14,889 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 16:03:14,890 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:03:14,912 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:03:14,913 | numpy_client.py:228 | read: ReadRes(clock=8)
DEBUG flower 2021-04-10 16:03:14,920 | numpy_client.py:172 | fit, FitIns(clock=10)
DEBUG flower 2021-04-10 16:03:14,920 | numpy_client.py:260 | cached_clock: 8, curr_clock: 10
INFO flower 2021-04-10 16:03:17,413 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=10)
INFO flower 2021-04-10 16:03:17,414 | chaos.py:14 | Delay 65 sec
DEBUG flower 2021-04-10 16:04:22,478 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:04:22,500 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:04:22,501 | numpy_client.py:172 | fit, FitIns(clock=11)
DEBUG flower 2021-04-10 16:04:22,501 | numpy_client.py:260 | cached_clock: 8, curr_clock: 11
INFO flower 2021-04-10 16:04:22,501 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 16:04:22,502 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:04:22,516 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:04:22,517 | numpy_client.py:228 | read: ReadRes(clock=9)
DEBUG flower 2021-04-10 16:04:22,525 | numpy_client.py:172 | fit, FitIns(clock=11)
DEBUG flower 2021-04-10 16:04:22,525 | numpy_client.py:260 | cached_clock: 9, curr_clock: 11
INFO flower 2021-04-10 16:04:25,022 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=11)
INFO flower 2021-04-10 16:04:25,022 | chaos.py:14 | Delay 71 sec
DEBUG flower 2021-04-10 16:05:36,029 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:05:36,203 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:05:36,204 | numpy_client.py:172 | fit, FitIns(clock=12)
DEBUG flower 2021-04-10 16:05:36,204 | numpy_client.py:260 | cached_clock: 9, curr_clock: 12
INFO flower 2021-04-10 16:05:36,204 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 16:05:36,205 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:05:36,219 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:05:36,220 | numpy_client.py:228 | read: ReadRes(clock=10)
DEBUG flower 2021-04-10 16:05:36,227 | numpy_client.py:172 | fit, FitIns(clock=12)
DEBUG flower 2021-04-10 16:05:36,227 | numpy_client.py:260 | cached_clock: 10, curr_clock: 12
INFO flower 2021-04-10 16:05:38,730 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=12)
INFO flower 2021-04-10 16:05:38,731 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 16:06:56,796 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:06:56,820 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:06:56,820 | numpy_client.py:172 | fit, FitIns(clock=13)
DEBUG flower 2021-04-10 16:06:56,820 | numpy_client.py:260 | cached_clock: 10, curr_clock: 13
INFO flower 2021-04-10 16:06:56,821 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 16:06:56,821 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:07:01,310 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:07:01,311 | numpy_client.py:228 | read: ReadRes(clock=11)
DEBUG flower 2021-04-10 16:07:01,318 | numpy_client.py:172 | fit, FitIns(clock=13)
DEBUG flower 2021-04-10 16:07:01,319 | numpy_client.py:260 | cached_clock: 11, curr_clock: 13
INFO flower 2021-04-10 16:07:03,835 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=13)
INFO flower 2021-04-10 16:07:03,835 | chaos.py:14 | Delay 71 sec
DEBUG flower 2021-04-10 16:08:14,885 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 16:08:14,907 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 16:08:14,908 | numpy_client.py:172 | fit, FitIns(clock=14)
DEBUG flower 2021-04-10 16:08:14,908 | numpy_client.py:260 | cached_clock: 11, curr_clock: 14
