DEBUG flower 2021-04-10 15:52:17,170 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 15:52:20,474 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 15:52:20,476 | connection.py:36 | ChannelConnectivity.CONNECTING
DEBUG flower 2021-04-10 15:52:20,477 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 15:52:20,477 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 15:52:20,478 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:20,661 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,661 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 15:52:20,662 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:52:20,662 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:52:20,859 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:52:20,859 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 15:52:20,875 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 15:52:20,875 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 15:52:25,004 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 15:52:25,007 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 15:52:25,007 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 15:53:39,051 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:53:39,077 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:53:39,077 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 15:53:39,077 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 15:53:42,972 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 15:53:42,972 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 15:55:01,051 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:55:01,074 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:55:01,075 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:55:01,075 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 15:55:01,075 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:55:01,075 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:55:01,092 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:55:01,093 | numpy_client.py:228 | read: ReadRes(clock=0)
DEBUG flower 2021-04-10 15:55:01,100 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 15:55:01,100 | numpy_client.py:260 | cached_clock: 0, curr_clock: 2
INFO flower 2021-04-10 15:55:05,163 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 15:55:05,163 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 15:56:08,227 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:08,251 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:08,252 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 15:56:08,252 | numpy_client.py:260 | cached_clock: 0, curr_clock: 3
INFO flower 2021-04-10 15:56:08,252 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 15:56:08,253 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 15:56:08,267 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 15:56:08,267 | numpy_client.py:228 | read: ReadRes(clock=1)
DEBUG flower 2021-04-10 15:56:08,274 | numpy_client.py:172 | fit, FitIns(clock=3)
