DEBUG flower 2021-04-10 20:02:44,384 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 20:02:47,132 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 20:02:47,134 | connection.py:36 | ChannelConnectivity.CONNECTING
INFO flower 2021-04-10 20:02:47,134 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 20:02:47,134 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:47,135 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 20:02:51,152 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,152 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 20:02:51,152 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 20:02:51,153 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:51,357 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,358 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 20:02:51,372 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 20:02:51,372 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 20:02:52,299 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 20:02:52,303 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 20:02:52,303 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 20:04:06,377 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:04:06,391 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:04:06,392 | numpy_client.py:238 | update_staleness: Staleness bound set to 30
DEBUG flower 2021-04-10 20:04:06,392 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:04:06,402 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:04:06,402 | numpy_client.py:172 | fit, FitIns(clock=1)
