DEBUG flower 2021-04-10 20:02:45,965 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 20:02:48,803 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 20:02:48,804 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 20:02:48,804 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:48,805 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 20:02:51,149 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,149 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 20:02:51,149 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 20:02:51,150 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:51,323 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,324 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 20:02:51,339 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 20:02:51,339 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 20:02:56,195 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 20:02:56,200 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 20:02:56,200 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 20:04:10,275 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:04:17,065 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:04:17,066 | numpy_client.py:238 | update_staleness: Staleness bound set to 30
DEBUG flower 2021-04-10 20:04:17,066 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:04:17,081 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:04:17,081 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 20:04:17,082 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 20:04:21,696 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 20:04:21,696 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 20:05:39,775 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:05:46,472 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:05:46,473 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:05:46,483 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:05:46,483 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 20:05:46,483 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 20:05:50,903 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 20:05:50,903 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 20:06:53,906 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:07:00,719 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:07:00,720 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:07:00,730 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:07:00,731 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 20:07:00,731 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-10 20:07:05,111 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
INFO flower 2021-04-10 20:07:05,111 | chaos.py:14 | Delay 44 sec
DEBUG flower 2021-04-10 20:07:49,154 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:07:55,863 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:07:55,863 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:07:55,872 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:07:55,873 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 20:07:55,873 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-10 20:08:00,111 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
INFO flower 2021-04-10 20:08:00,111 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 20:08:47,114 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:08:53,760 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:08:53,761 | numpy_client.py:238 | update_staleness: Staleness bound set to 29
DEBUG flower 2021-04-10 20:08:53,761 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:08:53,773 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:08:53,773 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 20:08:53,773 | numpy_client.py:260 | cached_clock: -1, curr_clock: 5
INFO flower 2021-04-10 20:08:57,817 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
INFO flower 2021-04-10 20:08:57,817 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 20:09:44,865 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:09:51,534 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:09:51,534 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:09:51,544 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:09:51,545 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 20:09:51,545 | numpy_client.py:260 | cached_clock: -1, curr_clock: 6
INFO flower 2021-04-10 20:09:55,393 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
INFO flower 2021-04-10 20:09:55,394 | chaos.py:14 | Delay 79 sec
DEBUG flower 2021-04-10 20:11:14,474 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:11:20,661 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:11:20,661 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:11:20,671 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:11:20,671 | numpy_client.py:172 | fit, FitIns(clock=7)
