DEBUG flower 2021-04-10 20:02:43,928 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 20:02:46,620 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 20:02:46,622 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 20:02:46,622 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:46,623 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 20:02:50,946 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:50,947 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 20:02:50,947 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 20:02:50,947 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:51,043 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,043 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 20:02:51,058 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 20:02:51,058 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 20:02:52,809 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 20:02:52,813 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 20:02:52,813 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 20:04:06,887 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:04:06,902 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:04:06,902 | numpy_client.py:238 | update_staleness: Staleness bound set to 30
DEBUG flower 2021-04-10 20:04:06,902 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:04:06,913 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:04:06,913 | numpy_client.py:172 | fit, FitIns(clock=1)
