DEBUG flower 2021-04-10 20:02:41,135 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 20:02:43,876 | connection.py:36 | ChannelConnectivity.IDLE
INFO flower 2021-04-10 20:02:43,878 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 20:02:43,878 | connection.py:36 | ChannelConnectivity.CONNECTING
DEBUG flower 2021-04-10 20:02:43,878 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:43,907 | connection.py:36 | ChannelConnectivity.READY
DEBUG flower 2021-04-10 20:02:50,945 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:50,946 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 20:02:50,946 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 20:02:50,946 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:51,065 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,066 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 20:02:51,081 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 20:02:51,081 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 20:02:54,403 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 20:02:54,408 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 20:02:54,408 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 20:04:08,446 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:04:08,461 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:04:08,461 | numpy_client.py:238 | update_staleness: Staleness bound set to 30
DEBUG flower 2021-04-10 20:04:08,461 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:04:08,470 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:04:08,471 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 20:04:08,471 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 20:04:11,682 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 20:04:11,683 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 20:05:29,761 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:05:29,775 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:05:29,776 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:05:29,785 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:05:29,785 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 20:05:29,785 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 20:05:33,075 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 20:05:33,075 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 20:06:36,139 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:06:36,153 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:06:36,154 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:06:36,162 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:06:36,163 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 20:06:36,163 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-10 20:06:39,185 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
INFO flower 2021-04-10 20:06:39,186 | chaos.py:14 | Delay 44 sec
DEBUG flower 2021-04-10 20:07:23,231 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:07:23,246 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:07:23,246 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:07:23,255 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:07:23,256 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 20:07:23,256 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-10 20:07:26,592 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
INFO flower 2021-04-10 20:07:26,592 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 20:08:13,640 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:08:13,652 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:08:13,653 | app.py:66 | Waiting for message from server...
