DEBUG flower 2021-04-10 20:02:42,078 | client.py:83 | Start SSP client with delay [40,80]
DEBUG flower 2021-04-10 20:02:44,764 | connection.py:36 | ChannelConnectivity.IDLE
DEBUG flower 2021-04-10 20:02:44,766 | connection.py:36 | ChannelConnectivity.CONNECTING
DEBUG flower 2021-04-10 20:02:44,767 | connection.py:36 | ChannelConnectivity.READY
INFO flower 2021-04-10 20:02:44,767 | app.py:63 | Opened (insecure) gRPC connection
DEBUG flower 2021-04-10 20:02:44,768 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:50,931 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:50,931 | numpy_client.py:172 | fit, FitIns(clock=0)
INFO flower 2021-04-10 20:02:50,931 | numpy_client.py:184 | Cache is stale, return ReadIns
DEBUG flower 2021-04-10 20:02:50,932 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:02:51,068 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:02:51,068 | numpy_client.py:228 | read: ReadRes(clock=-1)
DEBUG flower 2021-04-10 20:02:51,087 | numpy_client.py:172 | fit, FitIns(clock=0)
DEBUG flower 2021-04-10 20:02:51,087 | numpy_client.py:260 | cached_clock: -1, curr_clock: 0
DEBUG flower 2021-04-10 20:02:55,246 | model_wrapper.py:21 | Load existing initial model
INFO flower 2021-04-10 20:02:55,251 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=0)
INFO flower 2021-04-10 20:02:55,251 | chaos.py:14 | Delay 74 sec
DEBUG flower 2021-04-10 20:04:09,326 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:04:09,340 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:04:09,341 | numpy_client.py:238 | update_staleness: Staleness bound set to 30
DEBUG flower 2021-04-10 20:04:09,341 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:04:09,349 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:04:09,350 | numpy_client.py:172 | fit, FitIns(clock=1)
DEBUG flower 2021-04-10 20:04:09,350 | numpy_client.py:260 | cached_clock: -1, curr_clock: 1
INFO flower 2021-04-10 20:04:13,649 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=1)
INFO flower 2021-04-10 20:04:13,649 | chaos.py:14 | Delay 78 sec
DEBUG flower 2021-04-10 20:05:31,690 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:05:31,704 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:05:31,704 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:05:31,713 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:05:31,714 | numpy_client.py:172 | fit, FitIns(clock=2)
DEBUG flower 2021-04-10 20:05:31,714 | numpy_client.py:260 | cached_clock: -1, curr_clock: 2
INFO flower 2021-04-10 20:05:36,050 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=2)
INFO flower 2021-04-10 20:05:36,051 | chaos.py:14 | Delay 63 sec
DEBUG flower 2021-04-10 20:06:39,088 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:06:39,102 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:06:39,103 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:06:39,111 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:06:39,112 | numpy_client.py:172 | fit, FitIns(clock=3)
DEBUG flower 2021-04-10 20:06:39,112 | numpy_client.py:260 | cached_clock: -1, curr_clock: 3
INFO flower 2021-04-10 20:06:43,268 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=3)
INFO flower 2021-04-10 20:06:43,269 | chaos.py:14 | Delay 44 sec
DEBUG flower 2021-04-10 20:07:27,281 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:07:27,296 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:07:27,296 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:07:27,305 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:07:27,305 | numpy_client.py:172 | fit, FitIns(clock=4)
DEBUG flower 2021-04-10 20:07:27,305 | numpy_client.py:260 | cached_clock: -1, curr_clock: 4
INFO flower 2021-04-10 20:07:31,747 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=4)
INFO flower 2021-04-10 20:07:31,747 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 20:08:18,795 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:08:18,810 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:08:18,810 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:08:18,819 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:08:18,820 | numpy_client.py:172 | fit, FitIns(clock=5)
DEBUG flower 2021-04-10 20:08:18,820 | numpy_client.py:260 | cached_clock: -1, curr_clock: 5
INFO flower 2021-04-10 20:08:22,967 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=5)
INFO flower 2021-04-10 20:08:22,968 | chaos.py:14 | Delay 47 sec
DEBUG flower 2021-04-10 20:09:09,974 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:09:09,988 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:09:09,988 | numpy_client.py:238 | update_staleness: Staleness bound set to 29
DEBUG flower 2021-04-10 20:09:09,988 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:09:09,997 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:09:09,998 | numpy_client.py:172 | fit, FitIns(clock=6)
DEBUG flower 2021-04-10 20:09:09,998 | numpy_client.py:260 | cached_clock: -1, curr_clock: 6
INFO flower 2021-04-10 20:09:13,951 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=6)
INFO flower 2021-04-10 20:09:13,952 | chaos.py:14 | Delay 79 sec
DEBUG flower 2021-04-10 20:10:32,994 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:10:33,009 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:10:33,009 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:10:33,019 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:10:33,020 | numpy_client.py:172 | fit, FitIns(clock=7)
DEBUG flower 2021-04-10 20:10:33,020 | numpy_client.py:260 | cached_clock: -1, curr_clock: 7
INFO flower 2021-04-10 20:10:37,048 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=7)
INFO flower 2021-04-10 20:10:37,049 | chaos.py:14 | Delay 79 sec
DEBUG flower 2021-04-10 20:11:56,129 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:11:56,142 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:11:56,143 | app.py:66 | Waiting for message from server...
DEBUG flower 2021-04-10 20:11:56,152 | app.py:68 | Received server message. Handling...
DEBUG flower 2021-04-10 20:11:56,152 | numpy_client.py:172 | fit, FitIns(clock=8)
DEBUG flower 2021-04-10 20:11:56,152 | numpy_client.py:260 | cached_clock: -1, curr_clock: 8
INFO flower 2021-04-10 20:12:00,053 | numpy_client.py:205 | Cache is fresh, return FitRes(clock=8)
INFO flower 2021-04-10 20:12:00,053 | chaos.py:14 | Delay 45 sec
DEBUG flower 2021-04-10 20:12:45,074 | app.py:66 | Waiting for message from server...
